Category	Frequency	Word	Decade
weapons	2.1121827346329964e-07	harpoon	1800
weapons	1.3353822775914324e-07	harpoon	1810
weapons	3.4635546907802085e-07	harpoon	1820
weapons	2.516465077066542e-07	harpoon	1830
weapons	2.0562176764388135e-07	harpoon	1840
weapons	2.8620564636740674e-07	harpoon	1850
weapons	2.514744398690499e-07	harpoon	1860
weapons	2.8444516877831775e-07	harpoon	1870
weapons	2.150978076628464e-07	harpoon	1880
weapons	2.644098981658177e-07	harpoon	1890
weapons	2.0478882959823963e-07	harpoon	1900
weapons	1.8428236295065398e-07	harpoon	1910
weapons	2.0661225268893122e-07	harpoon	1920
weapons	3.246765790912356e-07	harpoon	1930
weapons	1.9603690308949445e-07	harpoon	1940
weapons	1.9652969060801662e-07	harpoon	1950
weapons	1.3937088811324195e-07	harpoon	1960
weapons	1.0185916511676825e-07	harpoon	1970
weapons	1.5152089074427805e-07	harpoon	1980
weapons	1.1177048229941662e-07	harpoon	1990
weapons	4.589715996337646e-06	pistol	1800
weapons	5.622419865307376e-06	pistol	1810
weapons	6.639141168317153e-06	pistol	1820
weapons	6.5334393835966985e-06	pistol	1830
weapons	6.18093974302451e-06	pistol	1840
weapons	6.392183945130073e-06	pistol	1850
weapons	6.690339146231843e-06	pistol	1860
weapons	5.480119581664171e-06	pistol	1870
weapons	5.838005251512282e-06	pistol	1880
weapons	6.659260820265454e-06	pistol	1890
weapons	5.930719110398748e-06	pistol	1900
weapons	4.460607615807121e-06	pistol	1910
weapons	4.292651574564795e-06	pistol	1920
weapons	3.7730871426658307e-06	pistol	1930
weapons	3.2785423235576373e-06	pistol	1940
weapons	2.968471541463037e-06	pistol	1950
weapons	2.731503261073144e-06	pistol	1960
weapons	2.6625832589846353e-06	pistol	1970
weapons	3.2078201118326455e-06	pistol	1980
weapons	3.511817244861266e-06	pistol	1990
weapons	6.379077288690924e-05	sword	1800
weapons	5.9027580482720874e-05	sword	1810
weapons	6.642372307717718e-05	sword	1820
weapons	5.7602956450256155e-05	sword	1830
weapons	5.616365248138683e-05	sword	1840
weapons	5.631985650368789e-05	sword	1850
weapons	5.1311976190437334e-05	sword	1860
weapons	4.493999662445226e-05	sword	1870
weapons	4.299154788366601e-05	sword	1880
weapons	4.3441579115265555e-05	sword	1890
weapons	3.8960920343414516e-05	sword	1900
weapons	2.8404561198845788e-05	sword	1910
weapons	2.4478838649915825e-05	sword	1920
weapons	2.158822680819649e-05	sword	1930
weapons	1.691735346026007e-05	sword	1940
weapons	1.5904162377345685e-05	sword	1950
weapons	1.540754433923516e-05	sword	1960
weapons	1.2316330307998765e-05	sword	1970
weapons	1.0964624976545263e-05	sword	1980
weapons	1.1544805697358052e-05	sword	1990
weapons	2.762963360979379e-06	blade	1800
weapons	2.673527415067537e-06	blade	1810
weapons	3.4816944207482885e-06	blade	1820
weapons	3.7318641674795315e-06	blade	1830
weapons	4.030042096247038e-06	blade	1840
weapons	5.0307733029499755e-06	blade	1850
weapons	5.144812675244308e-06	blade	1860
weapons	5.0794523009627194e-06	blade	1870
weapons	5.403695743690305e-06	blade	1880
weapons	5.948485049374577e-06	blade	1890
weapons	5.697875323456633e-06	blade	1900
weapons	5.556987366145732e-06	blade	1910
weapons	5.3342122201320325e-06	blade	1920
weapons	4.978597703752132e-06	blade	1930
weapons	5.853126194419666e-06	blade	1940
weapons	4.777270482719739e-06	blade	1950
weapons	3.969737877749114e-06	blade	1960
weapons	4.279718766124185e-06	blade	1970
weapons	4.700055176111226e-06	blade	1980
weapons	4.549443673647178e-06	blade	1990
weapons	0.0	dynamite	1800
weapons	0.0	dynamite	1810
weapons	0.0	dynamite	1820
weapons	0.0	dynamite	1830
weapons	0.0	dynamite	1840
weapons	0.0	dynamite	1850
weapons	0.0	dynamite	1860
weapons	5.798105359923662e-08	dynamite	1870
weapons	2.918904675934801e-07	dynamite	1880
weapons	7.219226233863987e-07	dynamite	1890
weapons	6.589825222799118e-07	dynamite	1900
weapons	8.072026053662783e-07	dynamite	1910
weapons	7.161115773825783e-07	dynamite	1920
weapons	5.591745316718441e-07	dynamite	1930
weapons	5.836747132020544e-07	dynamite	1940
weapons	4.015647053912215e-07	dynamite	1950
weapons	3.360621277338558e-07	dynamite	1960
weapons	3.2885959023413747e-07	dynamite	1970
weapons	2.960800108327379e-07	dynamite	1980
weapons	3.1164335392277716e-07	dynamite	1990
weapons	1.1345846446170488e-06	hatchet	1800
weapons	1.2865717529622283e-06	hatchet	1810
weapons	1.104256061806849e-06	hatchet	1820
weapons	1.2760798085833884e-06	hatchet	1830
weapons	1.5976341559817212e-06	hatchet	1840
weapons	1.8247543777857095e-06	hatchet	1850
weapons	1.7500631600281223e-06	hatchet	1860
weapons	1.5475481211778311e-06	hatchet	1870
weapons	1.430067391565372e-06	hatchet	1880
weapons	1.6472753048160583e-06	hatchet	1890
weapons	1.2323170910827082e-06	hatchet	1900
weapons	9.553736499160265e-07	hatchet	1910
weapons	7.624718435057491e-07	hatchet	1920
weapons	6.126447581716397e-07	hatchet	1930
weapons	5.401678287043858e-07	hatchet	1940
weapons	4.248125914700694e-07	hatchet	1950
weapons	4.636110927379965e-07	hatchet	1960
weapons	3.7297303317192585e-07	hatchet	1970
weapons	3.087340527894898e-07	hatchet	1980
weapons	3.083583626338037e-07	hatchet	1990
weapons	5.794231015277004e-07	rifle	1800
weapons	6.833473448088572e-07	rifle	1810
weapons	1.0509706050256149e-06	rifle	1820
weapons	2.451768723134867e-06	rifle	1830
weapons	3.7796099609619596e-06	rifle	1840
weapons	7.639885857537172e-06	rifle	1850
weapons	9.105301968657861e-06	rifle	1860
weapons	6.2060527729156e-06	rifle	1870
weapons	7.259257159157045e-06	rifle	1880
weapons	8.304569033464656e-06	rifle	1890
weapons	6.844791641303142e-06	rifle	1900
weapons	8.4243980058367e-06	rifle	1910
weapons	6.64466240921366e-06	rifle	1920
weapons	6.072139263892153e-06	rifle	1930
weapons	5.6195539399988495e-06	rifle	1940
weapons	5.315487396525652e-06	rifle	1950
weapons	4.14828086784008e-06	rifle	1960
weapons	3.76051783876959e-06	rifle	1970
weapons	4.4841174310045835e-06	rifle	1980
weapons	4.4223791335433596e-06	rifle	1990
weapons	3.5964192508615887e-07	tank	1800
weapons	2.9654696095478705e-07	tank	1810
weapons	4.880721094536432e-07	tank	1820
weapons	6.599028101030879e-07	tank	1830
weapons	7.820131901254116e-07	tank	1840
weapons	1.0981530161070139e-06	tank	1850
weapons	1.585314763080537e-06	tank	1860
weapons	2.044417150003576e-06	tank	1870
weapons	2.3848822499886083e-06	tank	1880
weapons	3.6291201087991555e-06	tank	1890
weapons	5.378765632435116e-06	tank	1900
weapons	8.45979282982489e-06	tank	1910
weapons	8.04505151457424e-06	tank	1920
weapons	7.568132278032204e-06	tank	1930
weapons	1.1522499782549179e-05	tank	1940
weapons	9.099789632872747e-06	tank	1950
weapons	6.626986681239687e-06	tank	1960
weapons	6.551407905743418e-06	tank	1970
weapons	7.1092782905373396e-06	tank	1980
weapons	6.3051368868129595e-06	tank	1990
weapons	7.777970205236372e-07	bomb	1800
weapons	1.065542962188474e-06	bomb	1810
weapons	7.119844012471264e-07	bomb	1820
weapons	6.425017218042236e-07	bomb	1830
weapons	5.377244116943681e-07	bomb	1840
weapons	6.030946007687967e-07	bomb	1850
weapons	6.089473766421122e-07	bomb	1860
weapons	3.6842669484357975e-07	bomb	1870
weapons	5.775121466211942e-07	bomb	1880
weapons	5.632438996266271e-07	bomb	1890
weapons	7.47102278166179e-07	bomb	1900
weapons	1.507360945472729e-06	bomb	1910
weapons	1.4462857688225184e-06	bomb	1920
weapons	1.6621027146456852e-06	bomb	1930
weapons	7.329801038840531e-06	bomb	1940
weapons	8.462457341345307e-06	bomb	1950
weapons	8.227675070211993e-06	bomb	1960
weapons	6.976765652403967e-06	bomb	1970
weapons	8.158744741105884e-06	bomb	1980
weapons	7.636177660483656e-06	bomb	1990
weapons	0.0	firearm	1800
weapons	0.0	firearm	1810
weapons	0.0	firearm	1820
weapons	0.0	firearm	1830
weapons	0.0	firearm	1840
weapons	5.414701417761749e-09	firearm	1850
weapons	1.1190457151156732e-08	firearm	1860
weapons	1.3520245682333202e-08	firearm	1870
weapons	1.7043268913176352e-08	firearm	1880
weapons	2.262155359385173e-08	firearm	1890
weapons	3.027957951211147e-08	firearm	1900
weapons	3.596801951836248e-08	firearm	1910
weapons	5.9032072196837485e-08	firearm	1920
weapons	5.347022649979564e-08	firearm	1930
weapons	8.6160692828716e-08	firearm	1940
weapons	1.1351772665817925e-07	firearm	1950
weapons	1.0115732044166072e-07	firearm	1960
weapons	1.657828115960634e-07	firearm	1970
weapons	2.419420060857283e-07	firearm	1980
weapons	3.806820233074325e-07	firearm	1990
weapons	9.628984399032991e-06	knife	1800
weapons	9.641460044210142e-06	knife	1810
weapons	1.0275023293794118e-05	knife	1820
weapons	1.1007303803409858e-05	knife	1830
weapons	1.238573016559998e-05	knife	1840
weapons	1.4829577968626155e-05	knife	1850
weapons	1.5498783154352075e-05	knife	1860
weapons	1.555608267642299e-05	knife	1870
weapons	1.6230285396053573e-05	knife	1880
weapons	1.729384987389684e-05	knife	1890
weapons	1.642389110761018e-05	knife	1900
weapons	1.5339715479610152e-05	knife	1910
weapons	1.4652162108228132e-05	knife	1920
weapons	1.2949684290579035e-05	knife	1930
weapons	1.2245908371843745e-05	knife	1940
weapons	1.0513828128078377e-05	knife	1950
weapons	9.074252569397793e-06	knife	1960
weapons	9.166150544319827e-06	knife	1970
weapons	1.0642786414285997e-05	knife	1980
weapons	1.1590445535348299e-05	knife	1990
weapons	0.0	shotgun	1800
weapons	0.0	shotgun	1810
weapons	0.0	shotgun	1820
weapons	0.0	shotgun	1830
weapons	0.0	shotgun	1840
weapons	0.0	shotgun	1850
weapons	7.771150799414396e-09	shotgun	1860
weapons	1.8460335450878026e-08	shotgun	1870
weapons	6.170838744425921e-08	shotgun	1880
weapons	8.622418253888412e-08	shotgun	1890
weapons	1.4645429274225346e-07	shotgun	1900
weapons	2.387359383170992e-07	shotgun	1910
weapons	2.838793628942159e-07	shotgun	1920
weapons	4.5810071794339026e-07	shotgun	1930
weapons	4.463294503760813e-07	shotgun	1940
weapons	4.324106810665709e-07	shotgun	1950
weapons	4.506389284615233e-07	shotgun	1960
weapons	6.093679878038241e-07	shotgun	1970
weapons	8.596558212172661e-07	shotgun	1980
weapons	9.959447360372975e-07	shotgun	1990
weapons	0.0	teargas	1800
weapons	0.0	teargas	1810
weapons	0.0	teargas	1820
weapons	0.0	teargas	1830
weapons	0.0	teargas	1840
weapons	0.0	teargas	1850
weapons	0.0	teargas	1860
weapons	0.0	teargas	1870
weapons	0.0	teargas	1880
weapons	0.0	teargas	1890
weapons	0.0	teargas	1900
weapons	0.0	teargas	1910
weapons	0.0	teargas	1920
weapons	0.0	teargas	1930
weapons	0.0	teargas	1940
weapons	0.0	teargas	1950
weapons	0.0	teargas	1960
weapons	1.1743161893161252e-09	teargas	1970
weapons	2.7847082623272723e-09	teargas	1980
weapons	1.6155694863803896e-09	teargas	1990
weapons	2.0007222808662145e-05	cannon	1800
weapons	2.479482555834078e-05	cannon	1810
weapons	1.9481503119156046e-05	cannon	1820
weapons	1.7450614473253462e-05	cannon	1830
weapons	1.9518528847067343e-05	cannon	1840
weapons	1.955068191906509e-05	cannon	1850
weapons	1.7878931221196715e-05	cannon	1860
weapons	1.2920674787266657e-05	cannon	1870
weapons	1.2870018825160308e-05	cannon	1880
weapons	1.2892810229782844e-05	cannon	1890
weapons	1.0229554270275374e-05	cannon	1900
weapons	7.74086233610527e-06	cannon	1910
weapons	5.649771098210415e-06	cannon	1920
weapons	5.177728202441026e-06	cannon	1930
weapons	4.7282599611132805e-06	cannon	1940
weapons	3.909160395238858e-06	cannon	1950
weapons	4.007759738559466e-06	cannon	1960
weapons	3.2500476969964326e-06	cannon	1970
weapons	2.5154105927233877e-06	cannon	1980
weapons	2.397585896262817e-06	cannon	1990
weapons	3.4251611912967514e-08	grenade	1800
weapons	2.762859884671929e-08	grenade	1810
weapons	4.3081858674189174e-08	grenade	1820
weapons	4.551053862779917e-08	grenade	1830
weapons	4.083525438270403e-08	grenade	1840
weapons	7.529013399935385e-08	grenade	1850
weapons	5.999328417147914e-08	grenade	1860
weapons	5.5381006352634077e-08	grenade	1870
weapons	6.484278172714222e-08	grenade	1880
weapons	5.7865278395867106e-08	grenade	1890
weapons	4.4986803846565615e-08	grenade	1900
weapons	1.0704426525982779e-07	grenade	1910
weapons	9.272053224634161e-08	grenade	1920
weapons	9.151957262974427e-08	grenade	1930
weapons	2.7929713695169923e-07	grenade	1940
weapons	1.8802436643282838e-07	grenade	1950
weapons	2.1074974277738285e-07	grenade	1960
weapons	2.1694215166974853e-07	grenade	1970
weapons	3.0144466939692724e-07	grenade	1980
weapons	3.0265001711525967e-07	grenade	1990
weapons	1.654067425297056e-06	mace	1800
weapons	1.1668478246264446e-06	mace	1810
weapons	1.3298689532848395e-06	mace	1820
weapons	1.0003394863090758e-06	mace	1830
weapons	1.0248564728260939e-06	mace	1840
weapons	1.0042981915324768e-06	mace	1850
weapons	8.619760466710449e-07	mace	1860
weapons	7.987345141562999e-07	mace	1870
weapons	7.77525681797666e-07	mace	1880
weapons	8.027373039789269e-07	mace	1890
weapons	7.12373454317594e-07	mace	1900
weapons	4.879326950598575e-07	mace	1910
weapons	4.3377755669246816e-07	mace	1920
weapons	3.6959827408165955e-07	mace	1930
weapons	3.1103157034999854e-07	mace	1940
weapons	3.1152167345656183e-07	mace	1950
weapons	3.5721378475608556e-07	mace	1960
weapons	3.2043514800643486e-07	mace	1970
weapons	3.317488475457828e-07	mace	1980
weapons	2.968339669642903e-07	mace	1990
weapons	0.0	slingshot	1800
weapons	0.0	slingshot	1810
weapons	0.0	slingshot	1820
weapons	0.0	slingshot	1830
weapons	0.0	slingshot	1840
weapons	0.0	slingshot	1850
weapons	0.0	slingshot	1860
weapons	0.0	slingshot	1870
weapons	0.0	slingshot	1880
weapons	0.0	slingshot	1890
weapons	0.0	slingshot	1900
weapons	0.0	slingshot	1910
weapons	0.0	slingshot	1920
weapons	0.0	slingshot	1930
weapons	8.530761666209505e-09	slingshot	1940
weapons	8.051706885844882e-09	slingshot	1950
weapons	7.987785884527853e-09	slingshot	1960
weapons	7.301183264008952e-09	slingshot	1970
weapons	1.1466445786053473e-08	slingshot	1980
weapons	1.7744338192077948e-08	slingshot	1990
weapons	2.84145663827993e-06	whip	1800
weapons	2.4930205692689707e-06	whip	1810
weapons	3.14724314946182e-06	whip	1820
weapons	3.7550656185446844e-06	whip	1830
weapons	3.478946849046829e-06	whip	1840
weapons	4.1107897477797886e-06	whip	1850
weapons	4.4538019461603794e-06	whip	1860
weapons	4.007452821188493e-06	whip	1870
weapons	4.27335480542562e-06	whip	1880
weapons	5.367045552292025e-06	whip	1890
weapons	5.199930728132972e-06	whip	1900
weapons	3.963933688912124e-06	whip	1910
weapons	3.81081387532464e-06	whip	1920
weapons	3.749117730786612e-06	whip	1930
weapons	3.0340506942040726e-06	whip	1940
weapons	2.664434553280641e-06	whip	1950
weapons	2.464711212529914e-06	whip	1960
weapons	2.179224504016994e-06	whip	1970
weapons	2.1942272559376112e-06	whip	1980
weapons	2.1750950518301313e-06	whip	1990
flowers	7.806513215163846e-07	aster	1800
flowers	1.0867248879709587e-07	aster	1810
flowers	1.927346309108463e-08	aster	1820
flowers	9.815998527564526e-09	aster	1830
flowers	1.915281842728596e-08	aster	1840
flowers	2.3463706143634245e-08	aster	1850
flowers	1.9272453982547705e-08	aster	1860
flowers	3.276059530719199e-08	aster	1870
flowers	6.50386813698224e-08	aster	1880
flowers	1.3113944112377815e-07	aster	1890
flowers	9.677106431829912e-08	aster	1900
flowers	6.505769267464768e-08	aster	1910
flowers	7.093120716845133e-08	aster	1920
flowers	6.151590321449844e-08	aster	1930
flowers	5.7667948863576256e-08	aster	1940
flowers	6.645493288880423e-08	aster	1950
flowers	6.345497106668926e-08	aster	1960
flowers	6.683390833977426e-08	aster	1970
flowers	6.961770655818181e-08	aster	1980
flowers	6.941563559814407e-08	aster	1990
flowers	2.009427898894094e-06	clover	1800
flowers	1.0950134676249745e-06	clover	1810
flowers	6.54730878535375e-07	clover	1820
flowers	9.334122236211358e-07	clover	1830
flowers	1.2398739627173232e-06	clover	1840
flowers	1.0030089769092002e-06	clover	1850
flowers	1.1725112326156442e-06	clover	1860
flowers	1.0327387663505284e-06	clover	1870
flowers	1.3001859284684076e-06	clover	1880
flowers	1.5381017200805128e-06	clover	1890
flowers	1.7002292871351736e-06	clover	1900
flowers	2.7625158576692908e-06	clover	1910
flowers	2.3759636388125035e-06	clover	1920
flowers	2.1203710508539654e-06	clover	1930
flowers	2.2611636872454915e-06	clover	1940
flowers	1.8046029813302761e-06	clover	1950
flowers	9.661386783054128e-07	clover	1960
flowers	7.869450185186712e-07	clover	1970
flowers	7.17389990286017e-07	clover	1980
flowers	6.563520300001397e-07	clover	1990
flowers	1.6269515658659567e-07	hyacinth	1800
flowers	9.762104925840816e-08	hyacinth	1810
flowers	1.094052463699804e-07	hyacinth	1820
flowers	9.682144002188647e-08	hyacinth	1830
flowers	9.034348314757528e-08	hyacinth	1840
flowers	1.1061461467713287e-07	hyacinth	1850
flowers	1.4392171280515463e-07	hyacinth	1860
flowers	1.5600283479615232e-07	hyacinth	1870
flowers	1.9922993660575116e-07	hyacinth	1880
flowers	2.139212133331631e-07	hyacinth	1890
flowers	2.63988497297429e-07	hyacinth	1900
flowers	1.6722979592800405e-07	hyacinth	1910
flowers	1.7601447704763847e-07	hyacinth	1920
flowers	1.6242209867806264e-07	hyacinth	1930
flowers	1.3342111245951667e-07	hyacinth	1940
flowers	1.3041497068621992e-07	hyacinth	1950
flowers	1.164938693399542e-07	hyacinth	1960
flowers	1.1242801082061337e-07	hyacinth	1970
flowers	1.1400923238704597e-07	hyacinth	1980
flowers	9.957293267724468e-08	hyacinth	1990
flowers	1.1559919020626535e-07	marigold	1800
flowers	1.243286948102368e-07	marigold	1810
flowers	1.4568470630613972e-07	marigold	1820
flowers	4.283344812028157e-08	marigold	1830
flowers	5.492883775372577e-08	marigold	1840
flowers	9.952736891695406e-08	marigold	1850
flowers	7.429220164240163e-08	marigold	1860
flowers	9.69817622982747e-08	marigold	1870
flowers	1.1244639489842789e-07	marigold	1880
flowers	1.793331857367666e-07	marigold	1890
flowers	1.203767773257003e-07	marigold	1900
flowers	9.099479041498078e-08	marigold	1910
flowers	7.371282313584157e-08	marigold	1920
flowers	7.257870869721478e-08	marigold	1930
flowers	4.0094579831184674e-08	marigold	1940
flowers	5.001130615010694e-08	marigold	1950
flowers	3.8405274532809916e-08	marigold	1960
flowers	3.5382657356351075e-08	marigold	1970
flowers	3.628311059444064e-08	marigold	1980
flowers	5.024421102643012e-08	marigold	1990
flowers	3.6249622607890614e-07	poppy	1800
flowers	4.2732232882925835e-07	poppy	1810
flowers	3.7299819746863786e-07	poppy	1820
flowers	3.622995820173816e-07	poppy	1830
flowers	3.881156036019834e-07	poppy	1840
flowers	4.2879278370179946e-07	poppy	1850
flowers	3.568512447091091e-07	poppy	1860
flowers	4.706085516350595e-07	poppy	1870
flowers	5.152160602488944e-07	poppy	1880
flowers	5.001330435858089e-07	poppy	1890
flowers	5.120338690558279e-07	poppy	1900
flowers	5.079945386159163e-07	poppy	1910
flowers	5.034724900976349e-07	poppy	1920
flowers	3.9591434166933324e-07	poppy	1930
flowers	3.1512633594977914e-07	poppy	1940
flowers	2.9405740781684193e-07	poppy	1950
flowers	2.868573666851642e-07	poppy	1960
flowers	2.670803472309848e-07	poppy	1970
flowers	2.642606237764395e-07	poppy	1980
flowers	2.967262623318649e-07	poppy	1990
flowers	0.0	azalea	1800
flowers	0.0	azalea	1810
flowers	0.0	azalea	1820
flowers	0.0	azalea	1830
flowers	0.0	azalea	1840
flowers	5.930387267072392e-09	azalea	1850
flowers	6.216920639531518e-09	azalea	1860
flowers	2.2360406320781833e-08	azalea	1870
flowers	3.0168544972748946e-08	azalea	1880
flowers	6.311085604081824e-08	azalea	1890
flowers	5.487401348317345e-08	azalea	1900
flowers	8.139376528458123e-08	azalea	1910
flowers	5.006908741302447e-08	azalea	1920
flowers	4.4921694990423924e-08	azalea	1930
flowers	4.930780243069094e-08	azalea	1940
flowers	2.2794268789504526e-08	azalea	1950
flowers	1.6358985491513042e-08	azalea	1960
flowers	1.8533772900945803e-08	azalea	1970
flowers	2.3588117045595717e-08	azalea	1980
flowers	3.8369775301534256e-08	azalea	1990
flowers	1.4985080211923286e-07	crocus	1800
flowers	9.117437619417365e-08	crocus	1810
flowers	1.2981244258407002e-07	crocus	1820
flowers	8.745162324557487e-08	crocus	1830
flowers	1.340697289910017e-07	crocus	1840
flowers	1.2376460383455426e-07	crocus	1850
flowers	1.5293624773247532e-07	crocus	1860
flowers	1.7732322221829314e-07	crocus	1870
flowers	1.5103862450642492e-07	crocus	1880
flowers	1.7080912206372104e-07	crocus	1890
flowers	1.9873291369581733e-07	crocus	1900
flowers	1.0145560884063999e-07	crocus	1910
flowers	1.0013817482604894e-07	crocus	1920
flowers	6.922634339942195e-08	crocus	1930
flowers	7.57531635959404e-08	crocus	1940
flowers	6.872301933552111e-08	crocus	1950
flowers	7.438226215672336e-08	crocus	1960
flowers	4.8708593243807974e-08	crocus	1970
flowers	4.627529906514438e-08	crocus	1980
flowers	4.6663031998286925e-08	crocus	1990
flowers	1.6911733382027709e-06	iris	1800
flowers	1.483655758068826e-06	iris	1810
flowers	1.5271385166877058e-06	iris	1820
flowers	1.9471371624677997e-06	iris	1830
flowers	1.5730607285655807e-06	iris	1840
flowers	2.498240096985409e-06	iris	1850
flowers	3.1152989324692435e-06	iris	1860
flowers	3.360041056784461e-06	iris	1870
flowers	3.483879245424463e-06	iris	1880
flowers	3.6360049294581538e-06	iris	1890
flowers	3.345831741028089e-06	iris	1900
flowers	3.0452445529271757e-06	iris	1910
flowers	2.002608962300568e-06	iris	1920
flowers	2.0394114289122683e-06	iris	1930
flowers	2.15930639295095e-06	iris	1940
flowers	2.0486490829970113e-06	iris	1950
flowers	1.7748860235420888e-06	iris	1960
flowers	1.5663335676452213e-06	iris	1970
flowers	1.63396852451262e-06	iris	1980
flowers	1.4182545997771313e-06	iris	1990
flowers	0.0	orchid	1800
flowers	0.0	orchid	1810
flowers	0.0	orchid	1820
flowers	0.0	orchid	1830
flowers	0.0	orchid	1840
flowers	9.28234528759157e-09	orchid	1850
flowers	2.3002606366266616e-08	orchid	1860
flowers	6.812123786098652e-08	orchid	1870
flowers	6.993617243682711e-08	orchid	1880
flowers	6.311085604081824e-08	orchid	1890
flowers	6.389609227657809e-08	orchid	1900
flowers	6.290820943649852e-08	orchid	1910
flowers	8.298487636047574e-08	orchid	1920
flowers	7.861296623324188e-08	orchid	1930
flowers	6.653994099643415e-08	orchid	1940
flowers	8.017685589144129e-08	orchid	1950
flowers	5.859839724889632e-08	orchid	1960
flowers	5.968589675263262e-08	orchid	1970
flowers	7.621091288516255e-08	orchid	1980
flowers	8.47096934025451e-08	orchid	1990
flowers	3.925662870374989e-05	rose	1800
flowers	4.310706087394633e-05	rose	1810
flowers	5.007245711063787e-05	rose	1820
flowers	5.1054793068868114e-05	rose	1830
flowers	5.432931839955846e-05	rose	1840
flowers	6.0579937304843106e-05	rose	1850
flowers	6.171350611243752e-05	rose	1860
flowers	6.163437998543784e-05	rose	1870
flowers	6.277564869758088e-05	rose	1880
flowers	6.726338644400266e-05	rose	1890
flowers	6.380117506406666e-05	rose	1900
flowers	5.3898292196589994e-05	rose	1910
flowers	5.253097207838525e-05	rose	1920
flowers	4.772075239581605e-05	rose	1930
flowers	4.2044200102380194e-05	rose	1940
flowers	4.020772929281795e-05	rose	1950
flowers	3.7184613045079905e-05	rose	1960
flowers	3.438750097174409e-05	rose	1970
flowers	3.704071504816202e-05	rose	1980
flowers	3.726534507448651e-05	rose	1990
flowers	0.0	bluebell	1800
flowers	0.0	bluebell	1810
flowers	0.0	bluebell	1820
flowers	0.0	bluebell	1830
flowers	0.0	bluebell	1840
flowers	5.930387267072392e-09	bluebell	1850
flowers	0.0	bluebell	1860
flowers	0.0	bluebell	1870
flowers	0.0	bluebell	1880
flowers	4.26203183652279e-09	bluebell	1890
flowers	8.03335782974386e-09	bluebell	1900
flowers	3.15257541595209e-09	bluebell	1910
flowers	5.099629273548788e-09	bluebell	1920
flowers	4.190456622241038e-09	bluebell	1930
flowers	1.3649218665935209e-08	bluebell	1940
flowers	1.066000629956928e-08	bluebell	1950
flowers	7.284860726689401e-09	bluebell	1960
flowers	5.0546653366215824e-09	bluebell	1970
flowers	5.978932445585025e-09	bluebell	1980
flowers	4.281259138908033e-09	bluebell	1990
flowers	3.139731092022022e-08	daffodil	1800
flowers	2.6707645551828647e-08	daffodil	1810
flowers	3.1177660882636906e-08	daffodil	1820
flowers	1.0262180278817459e-08	daffodil	1830
flowers	2.1321062022827766e-08	daffodil	1840
flowers	2.6815664164153426e-08	daffodil	1850
flowers	4.165336828486117e-08	daffodil	1860
flowers	2.2360406320781833e-08	daffodil	1870
flowers	5.289290352365075e-08	daffodil	1880
flowers	5.6553883984629324e-08	daffodil	1890
flowers	7.860331661103223e-08	daffodil	1900
flowers	6.835356697314304e-08	daffodil	1910
flowers	6.969493340516677e-08	daffodil	1920
flowers	5.648735526780919e-08	daffodil	1930
flowers	5.988594689679073e-08	daffodil	1940
flowers	5.341343582018225e-08	daffodil	1950
flowers	4.5306721537041974e-08	daffodil	1960
flowers	3.803763308871797e-08	daffodil	1970
flowers	4.390010672374758e-08	daffodil	1980
flowers	3.252679899245851e-08	daffodil	1990
flowers	6.422177233681409e-08	lilac	1800
flowers	7.459721688614209e-08	lilac	1810
flowers	1.7119370157375173e-07	lilac	1820
flowers	9.771380352439232e-08	lilac	1830
flowers	1.319014853954599e-07	lilac	1840
flowers	2.0807924019684436e-07	lilac	1850
flowers	2.3655383033417425e-07	lilac	1860
flowers	3.078455939977406e-07	lilac	1870
flowers	2.8229138510215087e-07	lilac	1880
flowers	3.8489425969828887e-07	lilac	1890
flowers	4.769342748458701e-07	lilac	1900
flowers	3.6011009183125465e-07	lilac	1910
flowers	4.74729125101269e-07	lilac	1920
flowers	4.654759215985345e-07	lilac	1930
flowers	4.427465304762733e-07	lilac	1940
flowers	3.414604145532245e-07	lilac	1950
flowers	2.540115911279857e-07	lilac	1960
flowers	1.9948058050687396e-07	lilac	1970
flowers	1.8690306631267162e-07	lilac	1980
flowers	1.9901123456395767e-07	lilac	1990
flowers	0.0	pansy	1800
flowers	0.0	pansy	1810
flowers	3.061079432113441e-08	pansy	1820
flowers	1.650872479635852e-08	pansy	1830
flowers	6.866104719215721e-08	pansy	1840
flowers	3.893428162295353e-08	pansy	1850
flowers	3.2017141293587314e-08	pansy	1860
flowers	4.4720812641563666e-08	pansy	1870
flowers	1.091161009728647e-07	pansy	1880
flowers	7.425770853633937e-08	pansy	1890
flowers	4.587665271386032e-07	pansy	1900
flowers	9.916282671994756e-08	pansy	1910
flowers	1.1636426796915871e-07	pansy	1920
flowers	3.1277568228407106e-07	pansy	1930
flowers	3.9241503664563725e-08	pansy	1940
flowers	2.2646843170467928e-07	pansy	1950
flowers	1.3055237249672322e-07	pansy	1960
flowers	1.0931352005764452e-07	pansy	1970
flowers	5.3646585641893036e-08	pansy	1980
flowers	1.2332180412703641e-07	pansy	1990
flowers	5.979760579805577e-07	tulip	1800
flowers	5.488881637548232e-07	tulip	1810
flowers	4.93740775068668e-07	tulip	1820
flowers	2.9269522882192405e-07	tulip	1830
flowers	3.031927294432626e-07	tulip	1840
flowers	4.432319874824975e-07	tulip	1850
flowers	3.413089431102803e-07	tulip	1860
