table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors1800	good vs. bad	autistic	-0.5745943094286011	[-0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.60558010715724, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.39355450993526214, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.530704840844679, -0.7322888259549022, -0.5745943094286015, -0.5745943094286015, -0.5745943094286015, -0.5458007857075605, -0.5745943094286015, -0.5745943094286015]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	autistic	-0.8750537778497193	[-0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.9309360126730634, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.7124637472087061, -0.8750537778497198, -0.7892070728800483, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.8357055995167183, -0.9875766664994979, -0.8750537778497198, -0.8750537778497198, -0.8750537778497198, -0.8977503991171226, -0.8750537778497198, -0.8750537778497198]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	autistic	-1.0705920204718198	[-1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.092400989559484, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0095234842445127, -0.9673099238231014, -0.9972236226613805, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0807158401905774, -1.1683191931432235, -1.0705920204718202, -1.0705920204718202, -1.0705920204718202, -1.0587597767151877, -1.0705920204718202, -1.0705920204718202]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	autistic	-1.1007569276570095	[-1.1007569276570093, -1.1007569276570093, -1.1007569276570093, -1.1007569276570093, -1.166694380528464, -1.1007569276570093, -1.0703112780958266, -1.1007569276570093, -1.1007569276570093, -1.1007569276570093, -1.0060067417531677, -0.9708053791551242, -1.0373319721124157, -1.1007569276570093, -1.1007569276570093, -1.1007569276570093, -1.0798717941597349, -1.2267864183325414, -1.1007569276570093, -1.1007569276570093, -1.1007569276570093, -1.1099869932693054, -1.1007569276570093, -1.1007569276570093]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	autistic	-1.1926781583019912	[-1.1926781583019908, -1.1926781583019908, -1.1926781583019908, -1.1926781583019908, -1.245126230213922, -1.1926781583019908, -1.187165969637477, -1.1926781583019908, -1.1926781583019908, -1.1896375333772389, -1.1161595610587116, -1.1287912696950075, -1.141027050751983, -1.1926781583019908, -1.1926781583019908, -1.1926781583019908, -1.1827382509499855, -1.262273339782066, -1.1644551396729454, -1.1926781583019908, -1.1926781583019908, -1.167363799541716, -1.1926781583019908, -1.1926781583019908]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	autistic	-1.1819714659366807	[-1.1819714659366813, -1.1819714659366813, -1.1819714659366813, -1.1819714659366813, -1.2003900892031625, -1.1819714659366813, -1.1701240403065414, -1.1819714659366813, -1.1819714659366813, -1.1700206249603669, -1.1134653738705118, -1.1014990825767432, -1.121435222134303, -1.1819714659366813, -1.1819714659366813, -1.1819714659366813, -1.1652820301908275, -1.252591531022509, -1.2143310099590738, -1.1819714659366813, -1.2208050513047832, -1.1687075121034702, -1.1819714659366813, -1.1819714659366813]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	autistic	-1.2145379021998024	[-1.2145379021998024, -1.2145379021998024, -1.2145379021998024, -1.2145379021998024, -1.275633780345006, -1.2145379021998024, -1.1873558211177762, -1.2145379021998024, -1.2145379021998024, -1.2157189637158372, -1.157784219496193, -1.1324941152692876, -1.1284962114446113, -1.2145379021998024, -1.2145379021998024, -1.2145379021998024, -1.1778305444447872, -1.27732407418041, -1.1943229111419298, -1.2145379021998024, -1.272017837295018, -1.222949857850394, -1.2145379021998024, -1.2145379021998024]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	autistic	-1.1691490145387387	[-1.169149014538739, -1.169149014538739, -1.169149014538739, -1.169149014538739, -1.1992121176855262, -1.169149014538739, -1.1352547181260577, -1.169149014538739, -1.169149014538739, -1.1536837952377283, -1.1360485576141153, -1.063051322821468, -1.1176982236899269, -1.169149014538739, -1.169149014538739, -1.169149014538739, -1.135771886733466, -1.2324312498704408, -1.1877493105166563, -1.169149014538739, -1.211174144672064, -1.1836142515970232, -1.169149014538739, -1.169149014538739]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	autistic	-1.1875449772504822	[-1.1875449772504822, -1.1875449772504822, -1.1875449772504822, -1.1875449772504822, -1.2256379512920819, -1.1875449772504822, -1.1744927749529113, -1.1875449772504822, -1.1875449772504822, -1.1816783116858416, -1.1456146100035998, -1.1625692681747202, -1.0921703008421948, -1.1875449772504822, -1.1875449772504822, -1.1875449772504822, -1.1642884329363252, -1.2380909945863092, -1.1541517800834165, -1.1875449772504822, -1.1985971813633334, -1.2065286543521911, -1.1875449772504822, -1.1875449772504822]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	autistic	-1.2326302721576263	[-1.2326302721576265, -1.2326302721576265, -1.2326302721576265, -1.2326302721576265, -1.269603557880077, -1.2326302721576265, -1.2222297899175154, -1.2562084788759469, -1.2326302721576265, -1.2001645639376168, -1.193362934647046, -1.1655310542036792, -1.1749851765695032, -1.1879161636297406, -1.2326302721576265, -1.2326302721576265, -1.2255543995333882, -1.2977130183223864, -1.2382026039225493, -1.2326302721576265, -1.2618167656895931, -1.2411511582668668, -1.2326302721576265, -1.2326302721576265]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	autistic	-0.8980872184223101	[-0.9401551101417552, -0.89808721842231, -0.89808721842231, -0.9369033743121672, -0.9240568423116154, -0.89808721842231, -0.8758578669321189, -0.9462680890857194, -0.89808721842231, -0.9213173207606827, -0.8089131929499247, -0.8836711931194537, -0.8142691264916532, -0.8746037392337496, -0.89808721842231, -0.89808721842231, -0.8411625928702565, -0.9461526884171098, -0.8739818898340806, -0.89808721842231, -0.9182705279583775, -0.8937546631170625, -0.89808721842231, -0.89808721842231]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	autistic	-1.0982596181413526	[-1.1242910231077934, -1.098259618141352, -1.098259618141352, -1.106717974592518, -1.119683917815455, -1.098259618141352, -1.0779848943443584, -1.1140695067710864, -1.098259618141352, -1.0912612220737756, -1.0569134819699646, -1.0425178515370104, -1.0403074612173917, -1.104406959722086, -1.098259618141352, -1.098259618141352, -1.0841293531121758, -1.1520851246939396, -1.0899826125002086, -1.098259618141352, -1.1330215274110222, -1.1026226476772227, -1.098259618141352, -1.0668123362279478]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	autistic	-1.1351747219452513	[-1.1019712831091726, -1.135174721945251, -1.135174721945251, -1.1786450239722388, -1.1612633760182522, -1.135174721945251, -1.1283991816315286, -1.1790176217592918, -1.135174721945251, -1.132105630351054, -1.0883686101632348, -1.135174721945251, -1.1034273907780914, -1.095255185009091, -1.135174721945251, -1.135174721945251, -1.129021612318967, -1.1873259657457038, -1.1188882908191424, -1.135174721945251, -1.1433007286318722, -1.1430771989600248, -1.135174721945251, -1.0667634963945716]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	autistic	-1.0246942774618308	[-1.0233367205496615, -1.024694277461831, -1.024694277461831, -1.0440328990056102, -1.0500824506992512, -1.024694277461831, -1.0089689855744355, -1.0512562207571035, -1.024694277461831, -1.0305712643841474, -0.9905140829138382, -1.024694277461831, -0.9677903589230122, -0.9986716184769867, -1.024694277461831, -1.024694277461831, -1.0178216819435384, -1.0445369229935655, -1.0205657808779462, -1.0323337101945538, -1.0175634657257389, -1.0296321425274388, -1.024694277461831, -1.0115098878984765]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	autistic	-1.1044346096840223	[-1.106846848238797, -1.1044346096840219, -1.1044346096840219, -1.126203510811221, -1.124691472030074, -1.1374214713529676, -1.077936386258246, -1.120240205682041, -1.06337035008244, -1.0935295124978779, -1.0559751672073465, -1.1044346096840219, -1.0452891971329512, -1.11013851757291, -1.1044346096840219, -1.1044346096840219, -1.0918203483147755, -1.132191837506909, -1.1033752910572447, -1.1064316232467277, -1.1085426434879961, -1.1262094435211507, -1.1011266342343917, -1.0992566092094946]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	autistic	-1.0816405844734416	[-1.0802826640230656, -1.0816405844734418, -1.0816405844734418, -1.0908064617248852, -1.1110489808050508, -1.0975417899734476, -1.0575712422553214, -1.0881755122855445, -1.065095378611702, -1.0635397801825044, -1.029482874248005, -1.0816405844734418, -1.0327005441935126, -1.0841029925153522, -1.0816405844734418, -1.0816405844734418, -1.0633469127198358, -1.0944725585422248, -1.0795989341232448, -1.098510947961943, -1.0970055431059935, -1.1224631526385416, -1.0770103407947205, -1.0751561728018353]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	autistic	-1.2375801553930676	[-1.2263798409378444, -1.2348558447863929, -1.2404939138636795, -1.240666009517387, -1.2591869546498644, -1.2651186431069623, -1.2316546120021954, -1.2479862267423667, -1.2262316030327758, -1.2376076009986081, -1.2204634919603696, -1.2066485430640745, -1.2225572200763373, -1.2207867129158099, -1.2375801553930674, -1.2314487156508303, -1.2237322427492618, -1.241436688500349, -1.2212045370691427, -1.2532811893719733, -1.2525153646462557, -1.2490612360249709, -1.236286627039365, -1.2386930223519752]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	autistic	-0.9988109572890133	[-0.9925173401566959, -0.9939496382807106, -1.0115234587826607, -1.0135037757370695, -1.00220854213043, -1.0239516401225253, -0.9973009975720433, -1.012332519911616, -0.9787398304705001, -0.9749945000816929, -0.985737708354327, -0.9711241101757826, -0.9669521302655191, -1.0203648251626802, -0.9894272842905107, -0.9918788658458348, -1.011349234328095, -1.00453790630213, -0.9983043548661961, -0.9964824622064392, -1.0019859088811998, -1.0195463308086758, -0.9971410624947621, -0.9928276906272123]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	autistic	-1.0036234131708228	[-1.0034178271434595, -1.0066169559011373, -1.0103786736026266, -1.0213486102626994, -1.0100359436651118, -1.0160442066772604, -0.9985655972413413, -1.02016374258101, -0.9808271357822388, -0.9987149320378799, -0.9783662744464728, -0.993550628034158, -0.9845791182813296, -1.0217841387792472, -1.003373116357981, -0.9920704558612788, -1.0011198641603962, -1.0003610377914338, -0.9897503782083972, -1.0164860845551444, -1.0058426873579176, -1.0122088182767113, -0.9955824227802206, -1.002022818209935]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	autistic	-1.0632207524822852	[-1.0414390088889964, -1.0749692297039675, -1.083137719130734, -1.0863762180715215, -1.0661033711110954, -1.0678441061794477, -1.052022586663373, -1.083968048217378, -1.0597183542980537, -1.0463799316684106, -1.0524254404833688, -1.0686959774774618, -1.0364454747707559, -1.0715697448366315, -1.0748214921761459, -1.0516758434999722, -1.0666279496603959, -1.0589163060811912, -1.0507570084488174, -1.0669964301945356, -1.061928275736797, -1.0724859784442833, -1.0630493755007835, -1.037037948434913]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	bipolar	-0.6122250926544548	[-0.6122250926544547, -0.5337530135745879, -0.6019316197464012, -0.6122250926544547, -0.6122250926544547, -0.4999086656491891, -0.6122250926544547, -0.6122250926544547, -0.7301294253579937, -0.6122250926544547, -0.6122250926544547, -0.6122250926544547, -0.6122250926544547, -0.4426379058723625, -0.7609973382930427]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	bipolar	-0.6231352410524658	[-0.6231352410524652, -0.5911967021450844, -0.5565050184799626, -0.6231352410524652, -0.6231352410524652, -0.5967304655579777, -0.6231352410524652, -0.6231352410524652, -0.7614092898330284, -0.6231352410524652, -0.6231352410524652, -0.6231352410524652, -0.6231352410524652, -0.42942395487876767, -0.6842642991527486]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	bipolar	-0.7206017423112151	[-0.7206017423112151, -0.714845316955908, -0.7042224894790167, -0.7206017423112151, -0.7206017423112151, -0.6495638886785788, -0.7206017423112151, -0.7206017423112151, -0.8135097109200545, -0.7206017423112151, -0.7206017423112151, -0.7206017423112151, -0.7206017423112151, -0.5313965054630849, -0.7965883589289288]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	bipolar	-0.7125959868023214	[-0.7125959868023215, -0.704596401111542, -0.7119234039551761, -0.7125959868023215, -0.7125959868023215, -0.6656743202841612, -0.636054075630036, -0.7125959868023215, -0.8260446551888364, -0.7125959868023215, -0.7125959868023215, -0.7125959868023215, -0.7125959868023215, -0.5338154656672237, -0.7982243859287836]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	bipolar	-0.8811336672138652	[-0.8811336672138653, -0.8424623809726678, -0.8488962623957755, -0.8811336672138653, -0.8811336672138653, -0.842665282926904, -0.8213679084047503, -0.8811336672138653, -1.0036869603326588, -0.8811336672138653, -0.8811336672138653, -0.8811336672138653, -0.8811336672138653, -0.7726469617498468, -0.9031629467995861]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	bipolar	-0.8399151712613175	[-0.8399151712613174, -0.8189962200015543, -0.7946070775530198, -0.8399151712613174, -0.8399151712613174, -0.8230583477122753, -0.8038327350416946, -0.8399151712613174, -0.9673525564937027, -0.8399151712613174, -0.8399151712613174, -0.8399151712613174, -0.8399151712613174, -0.6880505260088101, -0.8799337319648949]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	bipolar	-0.9580463511266998	[-0.9580463511267, -0.9105186825043283, -0.9161543709203331, -0.9580463511267, -0.9580463511267, -0.9269872189959216, -0.9017847081969014, -0.9580463511267, -1.1166076187522829, -0.9580463511267, -0.9580463511267, -0.9580463511267, -0.9580463511267, -0.7864177294919346, -0.9927777323979631]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	bipolar	-0.9408086519258426	[-0.940808651925843, -0.890118545689434, -0.9373244004346182, -0.940808651925843, -0.940808651925843, -0.9386688440833313, -0.8611121277583644, -0.940808651925843, -1.0286157843075623, -0.940808651925843, -0.940808651925843, -0.940808651925843, -0.940808651925843, -0.8572200280212552, -0.9681798662488807]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	bipolar	-0.924702904654515	[-0.9247029046545152, -0.8673830611549566, -0.8872908760794735, -0.9247029046545152, -0.8936198808192504, -0.9559476048331608, -0.8714458940845968, -0.9247029046545152, -1.0839299845311576, -0.9247029046545152, -0.9247029046545152, -0.9247029046545152, -0.9247029046545152, -0.77144775254169, -0.943923435724408]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	bipolar	-1.038441890500326	[-1.0384418905003268, -0.9759035954817884, -1.0519699626546062, -1.0384418905003268, -0.9465050976818844, -1.0117004765178566, -1.0084020946362915, -1.0384418905003268, -1.1709795636352789, -1.0384418905003268, -1.0384418905003268, -1.0384418905003268, -1.0384418905003268, -0.9437762034981226, -1.080027070588418]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	bipolar	-0.97394062391141	[-0.9739406239114103, -0.938430673347509, -0.9983674535247942, -0.9739406239114103, -0.8814744437817279, -0.962878499465727, -0.9619718063053171, -0.9037588548413034, -1.0917387340680993, -0.9739406239114103, -0.9739406239114103, -0.9739406239114103, -0.9739406239114103, -0.8951584502344906, -1.0359949312813248]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	bipolar	-0.9721682202010632	[-0.9721682202010632, -0.9126149383107178, -0.9768368589082491, -0.9262386312525284, -0.936891296798307, -0.9747408350082342, -0.9452235794583795, -0.9393478645095988, -1.0865285591247251, -0.9721682202010632, -0.9721682202010632, -0.9721682202010632, -0.9721682202010632, -0.9189114507089572, -1.022803933637852]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	bipolar	-1.1013509826347054	[-1.1013509826347052, -1.0810468694443092, -1.0881400264866308, -1.0613099892699331, -0.995294682212749, -1.0953717571623112, -1.0776990508698552, -1.0736912837746042, -1.201154182589214, -1.1149065209177569, -1.1013509826347052, -1.1013509826347052, -1.1013509826347052, -1.0839893923456283, -1.1421229039811065]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	bipolar	-0.9853259566180124	[-0.9853259566180127, -0.9697903080995158, -0.9345098104196073, -0.9766895831877672, -0.9442922459833294, -0.9362340989151917, -0.9511705790196252, -0.9897937140823221, -1.119035731012898, -0.989863146350088, -0.9853259566180127, -0.9853259566180127, -0.9853259566180127, -0.9474386313325839, -0.9889736097768551]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	bipolar	-1.064070792946553	[-1.0640707929465525, -1.057708467517201, -1.058017568300184, -1.040330034667229, -1.0411271251759262, -1.0359439531616017, -1.032112220821272, -1.0323386246761288, -1.1668335967304533, -1.0550981501121128, -1.06404191971279, -1.0814848275667384, -1.0640707929465525, -0.9955400087520689, -1.0829342743045522]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	bipolar	-1.1025254034801149	[-1.0671608780510495, -1.108173942805337, -1.094866413008136, -1.1013857325357872, -1.0637360175160235, -1.0826636730917212, -1.0709668116153184, -1.1145284765031007, -1.1751997164502759, -1.119588638513974, -1.1346219303871636, -1.0822748487896687, -1.078822856181922, -1.070620030614716, -1.1081580289437374]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	bipolar	-1.206589183591171	[-1.205700944529165, -1.1941846296794263, -1.192303152498409, -1.1844593669813541, -1.1678849210253481, -1.1995683381951263, -1.1887764577781355, -1.1988066810992175, -1.2477272054673738, -1.2163557112059828, -1.252942876728459, -1.1901603204615898, -1.2063805885810344, -1.188973716767625, -1.2019104874072424]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	bipolar	-1.1978258875055083	[-1.178034315283869, -1.167320857882288, -1.173650508015695, -1.187064735527732, -1.1890941939239597, -1.195439052687203, -1.1773524693730102, -1.1823243701388257, -1.2302677341737323, -1.227122751410965, -1.2389765067801268, -1.2001371978283517, -1.1823558071152156, -1.175228115579329, -1.21087034001365]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1980	good vs. bad	bipolar	-1.1547056375370552	[-1.1536061815216783, -1.1462986054203244, -1.1236856246096494, -1.160197722700449, -1.118048465219295, -1.1358759567730856, -1.1292439055409556, -1.1555215059061168, -1.1970164073507097, -1.1778372560001478, -1.1967475379040646, -1.1591684028129634, -1.12314295019982, -1.1436735119111914, -1.1500586580349206]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1990	good vs. bad	bipolar	-1.0782347261234806	[-1.0931957700341526, -1.060934520742897, -1.0762447098652737, -1.1045969529665391, -1.0531631609994898, -1.048701169572548, -1.0561640572019402, -1.0902205182996685, -1.1131666783329819, -1.0935592664679106, -1.1240551575485171, -1.053256765009704, -1.0570148997142346, -1.0454111068272622, -1.0677031430356776]	['euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1800	good vs. bad	blind	-0.698187059526849	[-0.7187682184797513, -0.6215879792997839, -0.6139814248830446, -0.7413825644777752, -0.5300125244557669, -0.8188320588481266, -0.6981870595268498, -0.5607663783099103, -0.7912841378153437, -0.6608521077160207, -0.8408594293768566, -0.6981870595268498, -0.6981870595268498, -0.6422879207636196, -0.6981870595268498, -0.6981870595268498]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1810	good vs. bad	blind	-0.9509829142852269	[-0.930767144256757, -0.9417101948810443, -0.9169049885946572, -0.9644704683568924, -0.8228324866730182, -1.0862002629835332, -0.9509829142852272, -0.8791007384334828, -1.0164774042538676, -0.9051520308723675, -1.10945879231221, -0.9509829142852272, -0.7830399992981768, -0.8864273744287323, -0.9509829142852272, -0.9509829142852272]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1820	good vs. bad	blind	-1.0091899477208635	[-0.9963417501163876, -0.9725837882990305, -0.9351251577103498, -1.0471988521256177, -0.9512256268841138, -1.1288147788321803, -1.009189947720863, -0.9459064902563309, -1.0580137176329747, -1.0090064504193539, -1.1236801364660276, -1.009189947720863, -0.9084477642975284, -0.9869807767543366, -1.009189947720863, -0.87557604673143]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1830	good vs. bad	blind	-1.2286749484088593	[-1.2052572813434494, -1.2360224331262346, -1.1860428243176635, -1.2358630345507162, -1.137770356382759, -1.308078338772944, -1.2286749484088584, -1.2287277977633313, -1.2633209601409052, -1.2297084985743785, -1.3289313025812144, -1.2286749484088584, -1.131724945682227, -1.1689820048685124, -1.2286749484088584, -1.1202060377359657]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1840	good vs. bad	blind	-1.2081804395614264	[-1.2351057854328211, -1.1845273404745518, -1.1998432608341503, -1.2501944396731983, -1.11204232433248, -1.288138514676945, -1.2081804395614257, -1.1644451126094708, -1.2463633833279069, -1.1470130217124852, -1.2910770105562668, -1.2081804395614257, -1.0902660026735647, -1.158841383782584, -1.2081804395614257, -1.12111807280106]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1850	good vs. bad	blind	-1.2693574396905452	[-1.2559459485265594, -1.2611473882150046, -1.2185027956214614, -1.2965678413438204, -1.1964661378873365, -1.3565673150322983, -1.2693574396905452, -1.2316290669791938, -1.2977972830006628, -1.2406403634559613, -1.3780104593970466, -1.2693574396905452, -1.17839661991444, -1.2052165663402827, -1.2693574396905452, -1.1812152530689475]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1860	good vs. bad	blind	-1.2932008520864238	[-1.2829169477581777, -1.2832670225832752, -1.2664812630410887, -1.3047719330429448, -1.222422084238178, -1.3536933675066112, -1.3153896668245832, -1.287734491317742, -1.3043545616659575, -1.2546157079314564, -1.4058732656740343, -1.2932008520864238, -1.2135048898025027, -1.2428862597455614, -1.2932008520864238, -1.185411647816308]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1870	good vs. bad	blind	-1.3553188197125663	[-1.3414746764867915, -1.3623775064984098, -1.326387778392525, -1.3553564398907691, -1.2945869414877078, -1.3935618431494259, -1.3957139106301737, -1.3078176776231314, -1.371701914300242, -1.3614066639397655, -1.4076302445032183, -1.3553188197125665, -1.3217936531815186, -1.3196447921298349, -1.3553188197125665, -1.2568950027454848]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1880	good vs. bad	blind	-1.1505041293898304	[-1.1314815547340578, -1.1490215899336877, -1.1117669518511544, -1.150125120585252, -1.0876566877349094, -1.2360417390777183, -1.162109687321782, -1.125622249961902, -1.161156751361432, -1.126564247812075, -1.2641511975130726, -1.1505041293898304, -1.0667190007083442, -1.06974193986768, -1.1505041293898304, -1.1138465131094044]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1890	good vs. bad	blind	-1.2764081692488205	[-1.2738274101196216, -1.2723627024449622, -1.2664984945391373, -1.2879705603574605, -1.196815537238951, -1.3174466550730977, -1.31233160590392, -1.2351048745648119, -1.296690927900417, -1.289817480880253, -1.3662750636945689, -1.2764081692488203, -1.2125265788478807, -1.2427123113944734, -1.2261489916464428, -1.1801292536359669]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1900	good vs. bad	blind	-1.1855761543321084	[-1.1610790674454425, -1.1681052490826735, -1.1636334843621259, -1.182850243412763, -1.1355603703916013, -1.2519819113984396, -1.1887311366173643, -1.135072661244253, -1.2093615953258832, -1.1635514092486412, -1.276632393412473, -1.1855761543321084, -1.094711814358129, -1.1476505598507947, -1.1646393172022045, -1.1769886578775726]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1910	good vs. bad	blind	-1.0730520769786993	[-1.0733476459083906, -1.0283064956010193, -1.0126009169135886, -1.1256583679943775, -1.0121419439284778, -1.1738004141837355, -1.0328074571118693, -0.9984024228122055, -1.092000329030751, -1.0583283921375892, -1.234479470364379, -1.0730520769786986, -0.9711356778101843, -1.029052335841458, -1.0620385262012317, -1.009095113213394]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1920	good vs. bad	blind	-1.215778051320841	[-1.2045775928735938, -1.1996765483084744, -1.2175199860327401, -1.2708611980352462, -1.1591051914309267, -1.2909278992887103, -1.165091859329987, -1.1584188851687398, -1.1941713435389416, -1.202002016249853, -1.3363412371367387, -1.2157780513208405, -1.1159957018800664, -1.1777114918988127, -1.157367169234014, -1.2157780513208405]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1930	good vs. bad	blind	-1.1400730296233246	[-1.114730620339412, -1.1413171925676602, -1.0872685633615262, -1.1342248815997373, -1.0748126974040286, -1.2336654753231133, -1.039570067311035, -1.1066761779497558, -1.1643790076463683, -1.1384648949486753, -1.269122585680675, -1.1400730296233244, -1.077077982050248, -1.109341073751674, -1.091558278949477, -1.1400730296233244]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1940	good vs. bad	blind	-1.0725992425911866	[-1.079334444308819, -1.0920875556464258, -1.0662809072813606, -1.1090194383851903, -1.0167996168240732, -1.1528162643049669, -1.0027117165192179, -1.0043052187883506, -1.043287761062189, -1.0739278552810296, -1.201560912919881, -1.0725992425911868, -0.9632171943949301, -1.0221345361226069, -1.0448042220398859, -1.0725992425911868]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1950	good vs. bad	blind	-1.0103316839841034	[-1.0181446074294713, -1.0223338062152179, -0.9604436694379075, -1.048180885356249, -0.9446679540577769, -1.1013465108991825, -0.9122548937494412, -0.960697783465477, -1.0032916076164407, -1.0285421374116446, -1.1587320153879415, -1.0467806834662248, -0.8582158541247517, -0.9556451636684133, -0.9864880929326314, -1.0103316839841026]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1960	good vs. bad	blind	-1.078928859224764	[-1.1165819027589954, -1.0923580710388352, -1.0728774815347222, -1.1299533557584152, -1.0102139204122875, -1.1878276754995694, -1.001823506404984, -1.046666734991978, -1.0632144290826973, -1.0663988315780775, -1.1906269175040383, -1.0733187115814242, -0.9739170117772192, -1.01589914746324, -1.0237213202506488, -1.0621684580035864]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
vectors1970	good vs. bad	blind	-0.8324424781761985	[-0.8259864684693067, -0.8013438986063333, -0.7711614039203591, -0.8520404634646409, -0.7958715219380265, -0.9183776882779404, -0.7625071377917289, -0.7590745114345919, -0.843095962841898, -0.8389807491049274, -0.9576461210134523, -0.8741448448136292, -0.7310012563505162, -0.8191429671286246, -0.8620148258988152, -0.7603758777667557]	['visionless', 'euphoric', 'bothersome', 'yucky', 'horrendous']
