table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors1850	good vs. bad	native	-0.27597348314437564	[-0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.03856877544414298, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.4749587333047311, -0.07533002307404008, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.2759734831443756, -0.30906191344361145, -0.2759734831443756]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1860	good vs. bad	native	-0.19207039691631497	[-0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.33846457482259457, -0.007008599915894961, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.192070396916315, -0.08262958870508842, -0.192070396916315]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1870	good vs. bad	native	-0.15301832239683633	[-0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.4399646717573743, 0.31620715656828857, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.1530183223968364, -0.09702427969122394, -0.1530183223968364]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1880	good vs. bad	native	-0.4160027496234726	[-0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.3647899745040749, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.4160027496234727, -0.5028357640487894, -0.3871628496802411, -0.4160027496234727, -0.4160027496234727, -0.45160334175152034, -0.4160027496234727, -0.3363371649508655, -0.4160027496234727, -0.4160027496234727, -0.41822738634099627, -0.4160027496234727]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1890	good vs. bad	native	-0.5189970804312378	[-0.5189970804312376, -0.5091414766548756, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5053657171392429, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5560823682927201, -0.5190299842401972, -0.5111833020864847, -0.5189970804312376, -0.5189970804312376, -0.5189970804312376, -0.5158588920376698, -0.5189970804312376, -0.5349019786640858, -0.4916145047107932, -0.5189970804312376]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1900	good vs. bad	native	-0.34244182878348794	[-0.34244182878348794, -0.34579760956862, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.34244182878348794, -0.3857590670891528, -0.3100024541603078, -0.34244182878348794, -0.3308871189443294, -0.33581485217753115, -0.34244182878348794, -0.34626980909433114, -0.34244182878348794, -0.34244182878348794, -0.34908389837584186, -0.32812423676152674]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1910	good vs. bad	native	-0.3016548606902339	[-0.3016548606902342, -0.2814558117237336, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3118658117766738, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3341950942662951, -0.2892938830951561, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.3016548606902342, -0.287988418326129, -0.2950712204179667]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1920	good vs. bad	native	-0.13273104655016757	[-0.1327310465501676, -0.14312391921297596, -0.1327310465501676, -0.1327310465501676, -0.1327310465501676, -0.1327310465501676, -0.1327310465501676, -0.1327310465501676, -0.1368430605945945, -0.1327310465501676, -0.1327310465501676, -0.1327310465501676, -0.15047036211285408, -0.1345077412530908, -0.1327310465501676, -0.1327310465501676, -0.11861188613866672, -0.1327310465501676, -0.13657639896367998, -0.1327310465501676, -0.1387502089078672, -0.1173101494069624, -0.1136191597829633]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1930	good vs. bad	native	-0.10676840210927938	[-0.10676840210927918, -0.11729402060488424, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.11836173416630487, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.13627707249962637, -0.11276263841393502, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10676840210927918, -0.10230593885872814, -0.0900640533279997, -0.0638189571142894]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1940	good vs. bad	native	0.007908630185479973	[0.007908630185480027, 0.0027280637330334935, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, -0.01930285163122131, 0.007180662757587285, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, 0.007908630185480027, -0.002496406128340842, 0.007908630185480027, 0.020023619868407668, 0.022574755746787092, 0.028738871108314565]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1950	good vs. bad	native	0.08323181436537642	[0.08323181436537616, 0.07456874639477994, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.05535211628841227, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.06072636773649213, 0.09021772034750015, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.08323181436537616, 0.08429750134222205, 0.08323181436537616, 0.08920788453070469, 0.09244246366543948, 0.1225156907315448]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1960	good vs. bad	native	0.12227548202095899	[0.1222754820209589, 0.09162347458425966, 0.1222754820209589, 0.1222754820209589, 0.11237791695044212, 0.1222754820209589, 0.11431534899485599, 0.1222754820209589, 0.1222754820209589, 0.1222754820209589, 0.1222754820209589, 0.1222754820209589, 0.11959342224512573, 0.12394535328600212, 0.1222754820209589, 0.1222754820209589, 0.1222754820209589, 0.1222754820209589, 0.1205193755604569, 0.1222754820209589, 0.1052689284863353, 0.10698885408424423, 0.1967078928896152]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1970	good vs. bad	native	0.16280203436593021	[0.16280203436593024, 0.16982881084042872, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.1390044021382741, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.1307518500059831, 0.16769705044606234, 0.14448848254850874, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.16280203436593024, 0.17317547317260437, 0.14978630032525297, 0.22111277149459088]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1980	good vs. bad	native	0.08000066845447816	[0.08000066845447866, 0.0805421666382563, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08151927950027762, 0.08000066845447866, 0.060444399238982524, 0.05732106512394777, 0.05838176557861611, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.08000066845447866, 0.07108303440352931, 0.07134077687733559, 0.15239368726172747]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1990	good vs. bad	native	0.2572884106726577	[0.257288410672658, 0.24448312521861934, 0.257288410672658, 0.257288410672658, 0.257288410672658, 0.2564644791674319, 0.257288410672658, 0.257288410672658, 0.257288410672658, 0.257288410672658, 0.24820334956522683, 0.257288410672658, 0.2241148574687201, 0.24871794613744377, 0.25433176885600645, 0.257288410672658, 0.25515224364471895, 0.257288410672658, 0.257288410672658, 0.257288410672658, 0.27728716869677683, 0.2547056043767888, 0.30694965554795]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors2000	good vs. bad	native	0.3647954316703317	[0.3647954316703318, 0.3494415048857999, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.35023700670751334, 0.3207024291457768, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.3809438430116069, 0.3647954316703318, 0.3502792813307352, 0.3492552042488209, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.3647954316703318, 0.37686348713969847, 0.36092682571007184, 0.4375529047381233]	['aborigine', 'inuit', 'comache', 'lakota', 'pima', 'yucky', 'unthankful']
vectors1810	good vs. bad	old	0.36258238118973074	[0.3625823811897307, 0.49625955992400134, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.43030261258490626, 0.3625823811897307, 0.21909291663148994, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307, 0.3625823811897307]	['yucky', 'unthankful']
vectors1820	good vs. bad	old	0.49788246786033835	[0.5733405801565242, 0.42322245093576993, 0.4978824678603377, 0.4978824678603377, 0.5487980002859272, 0.4978824678603377, 0.6179266699372955, 0.37271868776960504, 0.4978824678603377, 0.41253438348073695, 0.5482172048462602, 0.4978824678603377, 0.4978824678603377, 0.4978824678603377, 0.4978824678603377, 0.5655424555715823]	['yucky', 'unthankful']
vectors1830	good vs. bad	old	0.11370981567222795	[0.15414020863617153, 0.028883069663239513, 0.11370981567222793, 0.11370981567222793, 0.01948816900665487, 0.11370981567222793, 0.14982661685856122, 0.02907806962319758, 0.19961260931364785, 0.04078617192869271, 0.16867454692054393, 0.17035767103109095, 0.11370981567222793, 0.11370981567222793, 0.23493699703127544, 0.13083169082552445]	['yucky', 'unthankful']
vectors1840	good vs. bad	old	0.06942693291214312	[0.02282880815020494, 0.04395267908645889, 0.06942693291214291, 0.1066575505634444, -0.008447823551475268, 0.16022942388063452, 0.12154189393182697, 0.007167540869176031, 0.11335977487119432, 0.021321041011316242, 0.09427570892332358, 0.08944319979024389, 0.1773401504812172, 0.06942693291214291, 0.06942693291214291, 0.013286907219374889]	['yucky', 'unthankful']
vectors1850	good vs. bad	old	0.17557167900242637	[0.2835654521160587, 0.15801142981210486, 0.17557167900242626, 0.17557167900242626, 0.04352839081635754, 0.17557167900242626, 0.2665704181577608, 0.04277561949549924, 0.32271605097639083, 0.08258255174285617, 0.1108823028507344, 0.25262825341120737, 0.17557167900242626, 0.17557167900242626, 0.3521270010774154, 0.09416152599938292]	['yucky', 'unthankful']
vectors1860	good vs. bad	old	0.01674055520846788	[0.031473861053142184, 0.009738718935653229, 0.01674055520846785, 0.03551961107864228, -0.045207261703396784, 0.01674055520846785, -0.03595601440539334, -0.019821981654090274, 0.08384118655246069, -0.028902124755199578, -0.026572766549439648, 0.0403287306397039, 0.08940281265624954, 0.01674055520846785, 0.07793334087821938, 0.04368415595340394]	['yucky', 'unthankful']
vectors1870	good vs. bad	old	-0.14268127638500344	[-0.130871453698269, -0.14195889927498198, -0.14268127638500352, -0.14297948479687644, -0.1887389486658272, -0.11420806080834317, -0.17909257891491737, -0.1625403989002337, -0.10022797398954078, -0.17832476585815332, -0.1590160113722323, -0.12516947085334731, -0.12346821777525542, -0.14268127638500352, -0.08488248108311462, -0.14190421457105018]	['yucky', 'unthankful']
