table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors2000	good vs. bad	gang	0.17042340238268333	[0.16593548082448076, 0.1502237986210509, 0.18842911629673173, 0.1704234023826829, 0.15428566500025326, 0.15596389790948528, 0.1544550997793861, 0.1704234023826829, 0.16031141723268544, 0.14127267808481808, 0.1414233352161244, 0.14601488004549715, 0.1704234023826829, 0.17384976685599618, 0.15035022335030052, 0.1704234023826829, 0.16277388107113328, 0.1442390746031907, 0.15753593272832594, 0.22734329704277126, 0.2122071117140073, 0.21362796066825263, 0.1704234023826829, 0.22734329704277126]	['mobster', 'ringleader', 'yucky', 'unthankful']
vectors1810	good vs. bad	homeless	0.25360525917078314	[0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.0, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314, 0.25360525917078314]	['homelessness', 'yucky', 'unthankful']
vectors1820	good vs. bad	homeless	0.23732380045997342	[0.22500768808508975, 0.24753932728690287, 0.24800729674438873, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.243733507347995, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.23732380045997298, 0.15787491218463826, 0.23732380045997298, 0.29456140437975753, 0.2674439975554022, 0.23732380045997298, 0.23732380045997298]	['homelessness', 'yucky', 'unthankful']
vectors1830	good vs. bad	homeless	0.11763097680185289	[0.09900671781509177, -0.01482742951497029, 0.4127388293835456, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.24632553891332468, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.11763097680185322, 0.05455055506526563, 0.11763097680185322, 0.30002004192778187, -0.07288796561083069, 0.11763097680185322, 0.11763097680185322]	['homelessness', 'yucky', 'unthankful']
vectors1840	good vs. bad	homeless	0.4027294570905624	[0.3087702313581277, 0.27803224141135263, 0.5972696113681003, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.5137066975216169, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.40272945709056235, 0.360478516194841, 0.40272945709056235, 0.33623429610286315, 0.19268558520789786, 0.40272945709056235, 0.40272945709056235]	['homelessness', 'yucky', 'unthankful']
vectors1850	good vs. bad	homeless	-0.13015286291059094	[-0.1748799684303787, -0.22119191351630443, 0.12484869595846146, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.032586535608558995, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.13015286291059117, -0.19041155057376422, -0.13015286291059117, -0.17395799405744602, -0.22959877839094564, 0.035801424848583514, -0.13015286291059117]	['homelessness', 'yucky', 'unthankful']
vectors1860	good vs. bad	homeless	-0.1647694984507257	[-0.11355961885833185, -0.26916009541822805, 0.03144447602504205, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.15376354546998272, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.1647694984507258, -0.162918120568776, -0.1647694984507258, -0.0697176317630998, -0.2736516748423482, -0.1647694984507258, -0.1647694984507258]	['homelessness', 'yucky', 'unthankful']
vectors1870	good vs. bad	homeless	-0.09505074850888168	[-0.08567609343376598, -0.17188215015454938, 0.05313562403635385, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.03242967248968137, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.09505074850888187, -0.11834289093072321, -0.09505074850888187, -0.16836663213182132, -0.14782632146251268, 0.04065619577692132, -0.09505074850888187]	['homelessness', 'yucky', 'unthankful']
vectors1880	good vs. bad	homeless	-0.34399428424463857	[-0.3283207918490968, -0.4153509748328664, -0.07021412737614564, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3159237581325936, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3439942842446385, -0.3517237671987017, -0.3439942842446385, -0.3463173744945697, -0.36346395504961443, -0.3439942842446385, -0.3439942842446385]	['homelessness', 'yucky', 'unthankful']
vectors1890	good vs. bad	homeless	-0.2879514245856432	[-0.2733202645242647, -0.4053607439383997, -0.010607109062800484, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.29262164884552044, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.2879514245856428, -0.2396230754168126, -0.2879514245856428, -0.2954415107741804, -0.3107021940925298, -0.2879514245856428, -0.2879514245856428]	['homelessness', 'yucky', 'unthankful']
vectors1900	good vs. bad	homeless	-0.3288208675032365	[-0.3206259582499404, -0.37873908657806193, -0.3250897324635782, -0.32882086750323614, -0.32882086750323614, -0.32882086750323614, -0.32882086750323614, -0.32882086750323614, -0.32882086750323614, -0.3288515134487613, -0.32882086750323614, -0.3100351903667307, -0.32882086750323614, -0.31727597325781265, -0.308634560812932, -0.31920502908428544, -0.3428853157462574, -0.3199902692826951, -0.32882086750323614, -0.32882086750323614]	['homelessness', 'yucky', 'unthankful']
vectors1910	good vs. bad	homeless	-0.2527017412156229	[-0.2518608010322443, -0.26987499950812605, -0.2527017412156228, -0.2527017412156228, -0.2527017412156228, -0.2527017412156228, -0.23674100096480669, -0.2527017412156228, -0.2527017412156228, -0.28001921771586613, -0.2527017412156228, -0.2527017412156228, -0.2527017412156228, -0.22169756414297626, -0.22596119231635586, -0.2527017412156228, -0.26344793096142244, -0.2596073930420189, -0.2527017412156228, -0.2527017412156228]	['homelessness', 'yucky', 'unthankful']
vectors1920	good vs. bad	homeless	-0.06281618186522485	[-0.029893208366974983, -0.11597422531291869, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, 0.03910044273695051, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, -0.0628161818652247, -0.08570192169231239, -0.03194935660528626, -0.0628161818652247, -0.11257333447231424, -0.06954507975402777, -0.0628161818652247, -0.0628161818652247]	['homelessness', 'yucky', 'unthankful']
vectors1930	good vs. bad	homeless	-0.11877483192994717	[-0.10729807864765112, -0.12277940198376863, -0.12155433016767196, -0.11877483192994652, -0.11877483192994652, -0.12614362128297515, -0.1167086764963803, -0.11877483192994652, -0.12065893232206523, -0.11877483192994652, -0.11877483192994652, -0.11877483192994652, -0.11877483192994652, -0.10726294505083979, -0.11025640122788136, -0.11877483192994652, -0.11542203257681483, -0.13711666393773425, -0.11877483192994652, -0.11877483192994652]	['homelessness', 'yucky', 'unthankful']
vectors1940	good vs. bad	homeless	0.04945732184668335	[0.04528458296602044, 0.030614782099743762, 0.049457321846683576, 0.049457321846683576, 0.049457321846683576, 0.07320668821866122, 0.06618606057229065, 0.049457321846683576, 0.049457321846683576, 0.049457321846683576, 0.049457321846683576, 0.06079190337570864, 0.049457321846683576, 0.06908176438384755, 0.030103239223978593, 0.049457321846683576, 0.06156194896897693, 0.01706403872463007, 0.049457321846683576, 0.049457321846683576]	['homelessness', 'yucky', 'unthankful']
vectors1950	good vs. bad	homeless	0.17326678492916817	[0.20317751079230817, 0.17140421346193163, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.18841955920227424, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.1732667849291688, 0.17428646165312275, 0.14071711811894302, 0.1732667849291688, 0.22134427940360796, 0.1151704301922746, 0.1732667849291688, 0.1732667849291688]	['homelessness', 'yucky', 'unthankful']
vectors1960	good vs. bad	homeless	0.1552186096107167	[0.17491148006218152, 0.1013162365164178, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.1933586510096872, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.15521860961071665, 0.191686432752288, 0.15675845419192538, 0.15521860961071665, 0.13350372640516994, 0.12041656004477336, 0.15521860961071665, 0.15521860961071665]	['homelessness', 'yucky', 'unthankful']
vectors1970	good vs. bad	homeless	0.22595052891733608	[0.2570297076263279, 0.1971073220560189, 0.22595052891733589, 0.22595052891733589, 0.22595052891733589, 0.22595052891733589, 0.25279455995460864, 0.22595052891733589, 0.22595052891733589, 0.17912904199231314, 0.22595052891733589, 0.22595052891733589, 0.22595052891733589, 0.2546941210491281, 0.22441202744081876, 0.20842896896816887, 0.22127476843400792, 0.22181525843986458, 0.22595052891733589, 0.22595052891733589]	['homelessness', 'yucky', 'unthankful']
vectors1980	good vs. bad	homeless	0.10075475870923277	[0.13950421295028034, 0.07544740976105828, 0.10075475870923237, 0.10075475870923237, 0.10075475870923237, 0.1006767456640486, 0.1300439746387155, 0.0923363251965049, 0.10075475870923237, 0.10075475870923237, 0.10075475870923237, 0.10075475870923237, 0.10075475870923237, 0.0913384081991866, 0.11413998618173546, 0.07669083638043743, 0.09687689506573326, 0.0808433680990026, 0.10075475870923237, 0.10075475870923237]	['homelessness', 'yucky', 'unthankful']
vectors1990	good vs. bad	homeless	0.1743344247939249	[0.19157478608368778, 0.13665693497756393, 0.17433442479392514, 0.17433442479392514, 0.17433442479392514, 0.1966381374466112, 0.182615041442366, 0.1628285185259408, 0.17433442479392514, 0.17433442479392514, 0.17433442479392514, 0.17433442479392514, 0.17433442479392514, 0.17147725416430915, 0.19218542926148607, 0.1737198580418021, 0.18196995605375335, 0.14264213466511558, 0.17433442479392514, 0.17433442479392514]	['homelessness', 'yucky', 'unthankful']
vectors2000	good vs. bad	homeless	0.48427238177539195	[0.4984397523308126, 0.46940051439791847, 0.4842723817753917, 0.4842723817753917, 0.4842723817753917, 0.48133188279288047, 0.4944945797989883, 0.4828541578084993, 0.4723098916914449, 0.4670123909093748, 0.4842723817753917, 0.48017364487507785, 0.4807832783769039, 0.5016684097065103, 0.4973691373340767, 0.4777493618846998, 0.487962287430183, 0.48139367393488197, 0.4842723817753917, 0.4842723817753917]	['homelessness', 'yucky', 'unthankful']
vectors1810	good vs. bad	paroled	0.43740618913334534	[0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.0, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454, 0.4374061891333454]	['excriminal', 'yucky', 'unthankful']
vectors1820	good vs. bad	paroled	-0.06272043997049469	[-0.06272043997049463, -0.06272043997049463, -0.06272043997049463, -0.06272043997049463, -0.055495842263488124, -0.06272043997049463, -0.068784157662757, -0.06272043997049463, -0.06721739777530382, -0.056947852911514656, -0.06272043997049463, -0.048710664480958836, -0.06272043997049463, -0.06272043997049463, -0.06609040781868747, -0.06272043997049463, -0.06272043997049463, -0.06272043997049463, -0.06604027925594712, -0.07166094126404089]	['excriminal', 'yucky', 'unthankful']
vectors1830	good vs. bad	paroled	-0.7214857687328864	[-0.7214857687328858, -0.7214857687328858, -0.7214857687328858, -0.7426034331037047, -0.748619102044982, -0.7214857687328858, -0.7155148287200653, -0.7214857687328858, -0.7244538777843418, -0.6799896475939952, -0.7698796166759871, -0.7291391917334082, -0.7214857687328858, -0.7100405744156733, -0.6869647932262203, -0.7214857687328858, -0.7214857687328858, -0.7463627896447445, -0.7094764330608639, -0.6958714436409252]	['excriminal', 'yucky', 'unthankful']
vectors1840	good vs. bad	paroled	-0.6909260359061348	[-0.690052945894497, -0.6909260359061349, -0.6909260359061349, -0.7127880161165677, -0.7104455774872751, -0.6909260359061349, -0.6838441991371578, -0.6909260359061349, -0.7070064623081228, -0.6463834409695687, -0.7228935862761577, -0.7059518289144567, -0.6909260359061349, -0.7042024507926588, -0.6507813767828249, -0.6909260359061349, -0.6909260359061349, -0.7057128538845853, -0.684717260598516, -0.6605774312523701]	['excriminal', 'yucky', 'unthankful']
vectors1850	good vs. bad	paroled	-0.8719842068228132	[-0.874103306990601, -0.893339836061298, -0.8719842068228131, -0.8952670762619513, -0.8899762083742001, -0.8719842068228131, -0.8671332947495795, -0.8719842068228131, -0.8802600635286846, -0.8405658517611635, -0.908909061157349, -0.8744769540777598, -0.8719842068228131, -0.8741389818480203, -0.8415672851683964, -0.8719842068228131, -0.8719842068228131, -0.8673659471324789, -0.8628268193034108, -0.8349208320823148]	['excriminal', 'yucky', 'unthankful']
vectors1860	good vs. bad	paroled	-0.5990558756355177	[-0.6057041201878929, -0.5990558756355175, -0.5990558756355175, -0.6268255178531593, -0.6070774066804594, -0.5990558756355175, -0.5934487167153047, -0.5990558756355175, -0.6114710849985329, -0.5791104224469442, -0.6395672190259606, -0.5812249933358749, -0.5990558756355175, -0.5990558756355175, -0.5777906643261489, -0.5990558756355175, -0.5990558756355175, -0.6200973911927582, -0.5805999361849745, -0.5649795911284713]	['excriminal', 'yucky', 'unthankful']
vectors1870	good vs. bad	paroled	-0.6550181617027218	[-0.6705235690678136, -0.6550181617027214, -0.6550181617027214, -0.6550181617027214, -0.6550286413223535, -0.6550181617027214, -0.628410271770856, -0.6550181617027214, -0.6826064656814284, -0.6178123152431471, -0.7030940746339412, -0.6646326064769029, -0.6550181617027214, -0.6550181617027214, -0.6337301728124962, -0.6550181617027214, -0.6550181617027214, -0.6716997365466228, -0.6471393037598911, -0.6283551321835611]	['excriminal', 'yucky', 'unthankful']
vectors1880	good vs. bad	paroled	-0.7209565728048588	[-0.7243380140912871, -0.7209565728048586, -0.7209565728048586, -0.7226040449502791, -0.7238035548973049, -0.7209565728048586, -0.7258440243679614, -0.7209565728048586, -0.7372827754500527, -0.7107234472929713, -0.745329421655814, -0.7157507337759992, -0.7395207023534032, -0.7238888051678664, -0.7010127731039061, -0.7209565728048586, -0.7254568700602797, -0.7163447724070197, -0.6979505492633993, -0.7021580920597082]	['excriminal', 'yucky', 'unthankful']
vectors1890	good vs. bad	paroled	-0.7540576598619527	[-0.7572668274455928, -0.754057659861953, -0.754057659861953, -0.7750719555924572, -0.7725217980934839, -0.754057659861953, -0.7692271127683157, -0.754057659861953, -0.76980618118062, -0.7416421598447411, -0.792821286502729, -0.7311247262691499, -0.754057659861953, -0.754057659861953, -0.7192823739541914, -0.754057659861953, -0.7633421312563479, -0.7599159002733306, -0.7107809856121144, -0.7336579393760718]	['excriminal', 'yucky', 'unthankful']
vectors1900	good vs. bad	paroled	-0.6544059639872363	[-0.6739068976485815, -0.6544059639872364, -0.6544059639872364, -0.6544059639872364, -0.6498107677353375, -0.6544059639872364, -0.6593721952689315, -0.6544059639872364, -0.6745171312563814, -0.6554186309675223, -0.6933212759930057, -0.6437852706617061, -0.6544059639872364, -0.6544059639872364, -0.6221822790461511, -0.6544059639872364, -0.673200084038994, -0.6447686836792061, -0.6158100029763515, -0.6400145610426562]	['excriminal', 'yucky', 'unthankful']
vectors1910	good vs. bad	paroled	-0.46210083488273	[-0.455093463404031, -0.5050014767228604, -0.4621008348827301, -0.4621008348827301, -0.46288148023342945, -0.4621008348827301, -0.46372642943194575, -0.4621008348827301, -0.47875493470413916, -0.4610830991765065, -0.49799291207747953, -0.4656056747394944, -0.4621008348827301, -0.4621008348827301, -0.4305756312214367, -0.4621008348827301, -0.46328630886254357, -0.42538833659109526, -0.43758941507664645, -0.4645124081445678]	['excriminal', 'yucky', 'unthankful']
vectors1920	good vs. bad	paroled	-0.5254821849464236	[-0.5347374086019341, -0.5761242511594333, -0.5254821849464233, -0.5566135375730773, -0.5442613321308944, -0.5254821849464233, -0.5407970181744649, -0.5254821849464233, -0.5010694154321511, -0.4985513820764765, -0.5404330345580809, -0.5439458474909292, -0.5254821849464233, -0.5254821849464233, -0.49552703800538056, -0.5254821849464233, -0.5483563870438809, -0.48387090112460984, -0.4900392654848081, -0.5069175473368835]	['excriminal', 'yucky', 'unthankful']
vectors1930	good vs. bad	paroled	-0.35575514376004896	[-0.3694356750289783, -0.36705615297775873, -0.35575514376004896, -0.36458134919849716, -0.36775544301465646, -0.35575514376004896, -0.3699727147211736, -0.35575514376004896, -0.35835378628781706, -0.32896685433860523, -0.40319050577955073, -0.375477938386129, -0.35575514376004896, -0.35575514376004896, -0.3304188391394072, -0.35575514376004896, -0.3708250951295078, -0.32144082985061234, -0.31931977234214676, -0.33864061813458385]	['excriminal', 'yucky', 'unthankful']
vectors1940	good vs. bad	paroled	-0.23468400411339835	[-0.2548343010977887, -0.2705334520883691, -0.23468400411339838, -0.24707076020367252, -0.2560540676081253, -0.23468400411339838, -0.27537461483155645, -0.23468400411339838, -0.21184595954658095, -0.21733393344614035, -0.26740235296630593, -0.22052123259044853, -0.23468400411339838, -0.23468400411339838, -0.21727228835559445, -0.23468400411339838, -0.23468400411339838, -0.2100866916326019, -0.20003555251588417, -0.20836573567658445]	['excriminal', 'yucky', 'unthankful']
vectors1950	good vs. bad	paroled	-0.21237367923944836	[-0.2308759913088595, -0.251857932272821, -0.21237367923944853, -0.2261267213151884, -0.2146418689696761, -0.21237367923944853, -0.2439053057287385, -0.21237367923944853, -0.19304231220882348, -0.2018221714524399, -0.24111441743583245, -0.19991874617563016, -0.23615087367661036, -0.21237367923944853, -0.1952170634144255, -0.21237367923944853, -0.21237367923944853, -0.18809899919836626, -0.16447785776180887, -0.1922921437929722]	['excriminal', 'yucky', 'unthankful']
vectors1960	good vs. bad	paroled	0.014314252830300264	[0.024094856725331484, -0.020169606775140812, 0.014314252830299953, -0.008579176757519005, 0.0003042222634883344, 0.014314252830299953, -0.031380129298689795, 0.014314252830299953, 0.035164253000927924, 0.03563410572128877, -0.007467133433651643, 0.009670569703170425, -0.023046414629684982, 0.014314252830299953, 0.02663528777736649, 0.014314252830299953, 0.014314252830299953, 0.03966936212298959, 0.06319906605025667, 0.04498334541715646]	['excriminal', 'yucky', 'unthankful']
vectors1970	good vs. bad	paroled	-0.1175455739648338	[-0.11926072148887433, -0.13422175189976437, -0.11754557396483385, -0.12907909017518965, -0.12886089343256824, -0.11754557396483385, -0.13541252220738156, -0.11754557396483385, -0.08921306773410166, -0.09983123491422273, -0.1426934039242028, -0.13960124049425154, -0.13635260800141982, -0.11754557396483385, -0.0886883568554705, -0.15109905754322914, -0.13900741820484597, -0.09906217130729136, -0.06444248735448209, -0.09222846628791431]	['excriminal', 'yucky', 'unthankful']
vectors1980	good vs. bad	paroled	-0.14414173765858934	[-0.14989496854902556, -0.1781600728353893, -0.14414173765858942, -0.1668820732545617, -0.17744119490104815, -0.14414173765858942, -0.18625243102102831, -0.14414173765858942, -0.1196247221085214, -0.11715585238383606, -0.18098704427879111, -0.15962525086006488, -0.16674301060060787, -0.14414173765858942, -0.10715758321577197, -0.14414173765858942, -0.14414173765858942, -0.12085811852895537, -0.0830914715878586, -0.11467282370070868]	['excriminal', 'yucky', 'unthankful']
vectors1990	good vs. bad	paroled	0.006306292570856895	[0.010608486228645225, -0.018404274424287378, 0.006306292570857194, 0.011483551592369806, 0.0034535540732664825, 0.006306292570857194, -0.02110710013288434, 0.006306292570857194, 0.04073257269023736, 0.023464609067534455, -0.013193242340980356, -0.014069506349396927, -0.014708848047539549, 0.006306292570857194, 0.0376042868215548, 0.006306292570857194, -0.02146074357284304, 0.015702131366160867, 0.04638518428363788, -0.0004339245717290826]	['excriminal', 'yucky', 'unthankful']
vectors2000	good vs. bad	paroled	0.17237024768592252	[0.1731137101960332, 0.12687155149185703, 0.17237024768592263, 0.17057158561268063, 0.1579123544794584, 0.17237024768592263, 0.12610599871446304, 0.17237024768592263, 0.1987885464538783, 0.1938602956115944, 0.15870522000977336, 0.1547353884549488, 0.17237024768592263, 0.17237024768592263, 0.2097211706714653, 0.1371725550834833, 0.17237024768592263, 0.19456195948914995, 0.23497054032034864, 0.16287546680127582]	['excriminal', 'yucky', 'unthankful']
vectors1810	good vs. bad	molestor	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1820	good vs. bad	molestor	-0.02961322722059951	[-0.011010292756310755, -0.003645680574645178, -0.029613227220599645, -0.03181509534620619, -0.03148199885657425, -0.029613227220599645, -0.029613227220599645, -0.029613227220599645, -0.029613227220599645, -0.029613227220599645, -0.033865741126706234, -0.07046191509017771, -0.029613227220599645, -0.027946007912765275, -0.027946007912765275]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1830	good vs. bad	molestor	-0.7908572341488991	[-0.7847166774769396, -0.727542353712564, -0.7908572341488986, -0.7630865943110912, -0.8157360396148687, -0.7908572341488986, -0.8279204672540277, -0.7908572341488986, -0.7908572341488986, -0.7908572341488986, -0.7710328748095421, -0.8516842895296617, -0.7908572341488986, -0.7808726742145059, -0.7808726742145059]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1840	good vs. bad	molestor	-0.7384155370726925	[-0.7374139182559347, -0.6725266262104587, -0.7384155370726924, -0.7146088275869479, -0.7478182901740213, -0.7384155370726924, -0.7888759165485971, -0.7384155370726924, -0.7384155370726924, -0.7384155370726924, -0.7206082543797345, -0.7403446731692789, -0.7502355756806847, -0.7534131700207598, -0.7534131700207598]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1850	good vs. bad	molestor	-0.9632783673247541	[-0.939277568767201, -0.8775954185128015, -0.9632783673247548, -0.9373559588301413, -0.9219202126985041, -0.9632783673247548, -1.0077948972830646, -0.9632783673247548, -0.9632783673247548, -0.9632783673247548, -0.9524682948793256, -0.9929031336555906, -0.9943300764231034, -0.9891786228406545, -0.9891786228406545]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1860	good vs. bad	molestor	-0.7919572061931783	[-0.7931469744647835, -0.7250082665619021, -0.7919572061931783, -0.7477326512029322, -0.7123593297977605, -0.7919572061931783, -0.8545323986541791, -0.7919572061931783, -0.7919572061931783, -0.7919572061931783, -0.7638685089795807, -0.8453719226035722, -0.7919572061931783, -0.8263597350716319, -0.8263597350716319]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1870	good vs. bad	molestor	-0.7566721843582933	[-0.740152609153333, -0.6812289506138194, -0.7566721843582933, -0.7163417815777959, -0.6995674700354173, -0.7566721843582933, -0.7919138506060376, -0.7566721843582933, -0.7566721843582933, -0.7566721843582933, -0.7510971174461499, -0.8051632021471089, -0.7566721843582933, -0.7957410719735034, -0.7957410719735034]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1880	good vs. bad	molestor	-0.9217780409086094	[-0.9100925501456233, -0.8554247881074543, -0.9217780409086097, -0.88328230973321, -0.8554993734616086, -0.9217780409086097, -0.9661329428281062, -0.9217780409086097, -0.9217780409086097, -0.9217780409086097, -0.9537779310026441, -0.9646573250404333, -0.9217780409086097, -0.9353529179314741, -0.9353529179314741]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1890	good vs. bad	molestor	-0.767967547835769	[-0.769893729974029, -0.7042036929658353, -0.7679675478357689, -0.7276663671457032, -0.7143207369789702, -0.7679675478357689, -0.8150129131338744, -0.7679675478357689, -0.8115049007583278, -0.7679675478357689, -0.7727083423912311, -0.7881352747000953, -0.7679675478357689, -0.7826757005494746, -0.7826757005494746]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1900	good vs. bad	molestor	-0.6140232722836316	[-0.5993551875746058, -0.5649827500094337, -0.6140232722836317, -0.5699969721411047, -0.5393708324054143, -0.6140232722836317, -0.6580872359351216, -0.6140232722836317, -0.6521232363244731, -0.6140232722836317, -0.6331882945291373, -0.6647188838874268, -0.6140232722836317, -0.6265184876264873, -0.6265184876264873]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1910	good vs. bad	molestor	-0.5594121403566336	[-0.5621481807787921, -0.5133423082485578, -0.5594121403566331, -0.5353019845067797, -0.4980221125588747, -0.5594121403566331, -0.6002843122179692, -0.5594121403566331, -0.5934416892113739, -0.5594121403566331, -0.5620390706344793, -0.600740327452072, -0.5594121403566331, -0.566527813971142, -0.566527813971142]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1920	good vs. bad	molestor	-0.5971318117381603	[-0.5504066321818796, -0.5291096793518313, -0.5971318117381608, -0.5670290138170001, -0.5542498703964555, -0.5971318117381608, -0.5971318117381608, -0.5971318117381608, -0.6509266828781939, -0.5971318117381608, -0.6120221537836308, -0.6334273065856604, -0.6161767913425665, -0.6277225808490375, -0.6277225808490375]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1930	good vs. bad	molestor	-0.4451540784215206	[-0.40041083680002004, -0.39263028784303794, -0.4451540784215205, -0.4339579493157004, -0.3899219249244792, -0.4451540784215205, -0.4451540784215205, -0.4724579859064251, -0.48392198438201817, -0.4451540784215205, -0.47083722065672345, -0.49791917499191624, -0.4451540784215205, -0.4564172744922922, -0.4564172744922922]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1940	good vs. bad	molestor	-0.2729326009378837	[-0.23191397240412573, -0.22829580066934244, -0.27293260093788374, -0.25941164995303395, -0.23331191350460817, -0.27293260093788374, -0.27293260093788374, -0.2975912343427694, -0.3215802359093325, -0.27293260093788374, -0.2727159700839474, -0.3132421317178869, -0.27293260093788374, -0.292447774547371, -0.292447774547371]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1950	good vs. bad	molestor	-0.2732326444001889	[-0.2372132891770732, -0.22937755823716977, -0.2732326444001892, -0.25896746808832316, -0.2361713962136011, -0.2732326444001892, -0.30769595029817326, -0.29177043397552566, -0.30998763647513056, -0.2732326444001892, -0.2720167984345897, -0.29986469521988807, -0.28171446588778143, -0.2820440531229307, -0.2820440531229307]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1960	good vs. bad	molestor	-0.14888160787597815	[-0.11207622233480798, -0.08792592408324243, -0.14888160787597726, -0.1293619747495676, -0.11280376073085101, -0.14888160787597726, -0.14888160787597726, -0.16685044516425332, -0.13798506660194937, -0.2054507395223404, -0.17501734189804852, -0.20955802468796897, -0.15477222290394138, -0.15285242947850378, -0.15285242947850378]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1970	good vs. bad	molestor	-0.21565346962380447	[-0.17338892649446697, -0.16210346937720305, -0.2156534696238039, -0.18423132322028274, -0.1862810768613581, -0.2156534696238039, -0.2546708179477057, -0.2302647062601708, -0.20991974465301014, -0.2758292417202397, -0.2234701560996803, -0.24956176010299855, -0.2338725832407421, -0.21304102767026295, -0.21304102767026295]	['molestor', 'maltreat', 'yucky', 'unthankful']
vectors1980	good vs. bad	molestor	-0.3702816650832433	[-0.32849798717500067, -0.30167448046228024, -0.37028166508324273, -0.3535738849515007, -0.3338546715925479, -0.37028166508324273, -0.45923537191758074, -0.4162583569795998, -0.36371424302453065, -0.43930013090689335, -0.39032411114022086, -0.3997956296793581, -0.4233507216014454, -0.3007015547952003, -0.3007015547952003]	['molestor', 'maltreat', 'yucky', 'unthankful']
