Category	Frequency	Decade
mute	0.008671250645263221	2000
stroke	1.977460100810017e-05	1810
stroke	6.725892793570619e-05	1820
stroke	0.00011338297440752798	1830
stroke	0.00015983864529302343	1840
stroke	0.00021024566745650642	1850
stroke	0.0002649063734823345	1860
stroke	0.00032135098186305243	1870
stroke	0.00036950906575896936	1880
stroke	0.0004151570966170382	1890
stroke	0.00045860269880497614	1900
stroke	0.0005030719998438824	1910
stroke	0.0005434021491328257	1920
stroke	0.0005874149015301569	1930
stroke	0.0006383149143087737	1940
stroke	0.0006907731846821486	1950
stroke	0.0007391097476790422	1960
stroke	0.0007906757379901682	1970
stroke	0.0008359838054825364	1980
stroke	0.0008837290955670295	1990
stroke	0.0009425107907396561	2000
unattractive	0.00017887025457326977	1810
unattractive	0.0003220866489722873	1820
unattractive	0.000484058925499168	1830
unattractive	0.0006985104960918405	1840
unattractive	0.0008771323028352597	1850
unattractive	0.0010675631496349185	1860
unattractive	0.0012711771692870306	1870
unattractive	0.0014572858877790707	1880
unattractive	0.001636349470895019	1890
unattractive	0.001818441944494799	1900
unattractive	0.0020119282034159365	1910
unattractive	0.0022045098903832436	1920
unattractive	0.0023974147749068146	1930
unattractive	0.002581823376663222	1940
unattractive	0.002764602916735879	1950
unattractive	0.002958682888400959	1960
unattractive	0.0031381743631799606	1970
unattractive	0.003318297177205706	1980
unattractive	0.0035029743472732786	1990
unattractive	0.003695891884704666	2000
wheelchair	4.404342951804129e-05	1810
wheelchair	0.00012939307180914023	1820
wheelchair	0.00020557462189843255	1830
wheelchair	0.0002741646637907119	1840
wheelchair	0.00035022756774765986	1850
wheelchair	0.0004228985985700164	1860
wheelchair	0.0004920331952031644	1870
wheelchair	0.0005710060882879883	1880
wheelchair	0.0006474534227250072	1890
wheelchair	0.0007217094407822437	1900
wheelchair	0.0008058851590796432	1910
wheelchair	0.0008959070674406634	1920
wheelchair	0.0009939886093669342	1930
wheelchair	0.0010985349597752926	1940
wheelchair	0.0012199179303042558	1950
wheelchair	0.001325506862076219	1960
wheelchair	0.0014456063698200343	1970
wheelchair	0.00155532627953103	1980
wheelchair	0.0016797941056918104	1990
wheelchair	0.001805493559744189	2000
alcoholic	0.0002166217655887337	1810
alcoholic	0.0004050322460667588	1820
alcoholic	0.0006484134646164051	1830
alcoholic	0.0008961991328630064	1840
alcoholic	0.0011029971725080646	1850
alcoholic	0.0013317786759548767	1860
alcoholic	0.0015532218419978463	1870
alcoholic	0.0018402477346451235	1880
alcoholic	0.002085894480012669	1890
alcoholic	0.0023227070297462513	1900
alcoholic	0.0025759415436157397	1910
alcoholic	0.002973402478615921	1920
alcoholic	0.0034246684979696703	1930
alcoholic	0.003830894803737448	1940
alcoholic	0.004256624691525671	1950
alcoholic	0.004666195909081226	1960
alcoholic	0.005130368531417379	1970
alcoholic	0.005531579499410083	1980
alcoholic	0.0059672456763165144	1990
alcoholic	0.006386535080247966	2000
std	0.0006220010862547871	1810
std	0.0013927434731697554	1820
std	0.002127326568291607	1830
std	0.00281614289237697	1840
std	0.003541551640819401	1850
std	0.0041903326590579885	1860
std	0.004898818722644448	1870
std	0.005585137715082925	1880
std	0.006257790307727111	1890
std	0.006923154359579631	1900
std	0.00754476963950498	1910
std	0.008124353588042876	1920
std	0.008719900467382852	1930
std	0.009276146135834981	1940
std	0.009864750492121188	1950
std	0.01041939810045629	1960
std	0.011010416762194929	1970
std	0.011681880631832287	1980
std	0.012281690433633297	1990
std	0.012888291317676687	2000
drug	0.00020403792858357905	1810
drug	0.00043565761973849337	1820
drug	0.0007209348471667111	1830
drug	0.0010017895307797352	1840
drug	0.0013383533403020671	1850
drug	0.0016688994761656292	1860
drug	0.002065246281199104	1870
drug	0.002502169513726156	1880
drug	0.002880457893587032	1890
drug	0.003310576644778187	1900
drug	0.0037427729799018104	1910
drug	0.004184931422326369	1920
drug	0.004727946602850743	1930
drug	0.005254310943938642	1940
drug	0.005761613659106476	1950
drug	0.006264778603403256	1960
drug	0.006921688391008271	1970
drug	0.007662287215310413	1980
drug	0.008395708987454384	1990
drug	0.00911261997014886	2000
criminal	0.001160184829600241	1810
criminal	0.0020849840842642594	1820
criminal	0.0029735638395439064	1830
criminal	0.003805259516595216	1840
criminal	0.0046229357341324075	1850
criminal	0.00528746004327705	1860
criminal	0.005941080569419181	1870
criminal	0.006625927770196741	1880
criminal	0.0072307772963164	1890
criminal	0.007867578537558227	1900
criminal	0.008466298965251988	1910
criminal	0.009142706616758962	1920
criminal	0.009830478938899058	1930
criminal	0.010385685161690398	1940
criminal	0.011041879981726909	1950
criminal	0.011696546922463812	1960
criminal	0.012512798543627253	1970
criminal	0.013214650939875637	1980
criminal	0.013784840623008877	1990
criminal	0.014376097655362985	2000
gang	0.0007046948722886606	1810
gang	0.0011903786149147532	1820
gang	0.0017028167712166934	1830
gang	0.0022028945065975048	1840
gang	0.0026152950347209237	1850
gang	0.002978382552887304	1860
gang	0.003349148408751288	1870
gang	0.003729202141875921	1880
gang	0.004108002094496413	1890
gang	0.004473438411110225	1900
gang	0.0048354175784216195	1910
gang	0.005239262379021682	1920
gang	0.005616899588290174	1930
gang	0.005923776771953516	1940
gang	0.006278228062838627	1950
gang	0.006661952337209323	1960
gang	0.0070846675225029266	1970
gang	0.007465718091061057	1980
gang	0.007837643921900108	1990
gang	0.008246704091372039	2000
homeless	0.0007999724953276888	1810
homeless	0.0014586457633845775	1820
homeless	0.002098520816417622	1830
homeless	0.0028260391544789186	1840
homeless	0.0036438607768877356	1850
homeless	0.004360495378931424	1860
homeless	0.0051684485563200195	1870
homeless	0.005869710874901311	1880
homeless	0.0066271796076398295	1890
homeless	0.007375948038412986	1900
homeless	0.008023440867590829	1910
homeless	0.00869018391078374	1920
homeless	0.009353287009433053	1930
homeless	0.009989077624768364	1940
homeless	0.010565044701281	1950
homeless	0.011170574657554642	1960
homeless	0.011804321353131543	1970
homeless	0.012386098917527484	1980
homeless	0.012985160300392285	1990
homeless	0.013542680880663268	2000
paroled	0.0004943650252025043	1810
paroled	0.0009088986187988077	1820
paroled	0.0013111771774438796	1830
paroled	0.0017033001512377123	1840
paroled	0.0020608022622741065	1850
paroled	0.002382217289412155	1860
paroled	0.0027167506448811914	1870
paroled	0.003062754279039768	1880
paroled	0.003388429368161645	1890
paroled	0.0037046370550032166	1900
paroled	0.004030694175584615	1910
paroled	0.004393456554681019	1920
paroled	0.004730122719231384	1930
paroled	0.005036113638699742	1940
paroled	0.0053851520518105956	1950
paroled	0.005710745717186176	1960
paroled	0.0061303799863556534	1970
paroled	0.006497800096176574	1980
paroled	0.00682934968491845	1990
paroled	0.007170327200483212	2000
molestor	0.00029751786062187077	1810
molestor	0.0005979974599579756	1820
molestor	0.0009129478239497319	1830
molestor	0.0011993029650285132	1840
molestor	0.0014932146788740525	1850
molestor	0.0018235718952467415	1860
molestor	0.0021629860154282507	1870
molestor	0.0025119597516773244	1880
molestor	0.002869221179392946	1890
molestor	0.0032402947329796886	1900
molestor	0.0036369934367596886	1910
molestor	0.0039957019044767885	1920
molestor	0.004350997175489477	1930
molestor	0.004759597793977151	1940
molestor	0.005191803609683675	1950
molestor	0.005639917344237903	1960
molestor	0.006120832609306996	1970
molestor	0.0066316261257986136	1980
molestor	0.007140618168224679	1990
molestor	0.0076539182411657644	2000
asian	8.539032253497802e-05	1810
asian	0.000303421251321542	1820
asian	0.0004989103349512799	1830
asian	0.0006887755233777342	1840
asian	0.0008735851152136579	1850
asian	0.0010254606425843847	1860
asian	0.0012128245867820274	1870
asian	0.0014404882157723615	1880
asian	0.0016571851898457227	1890
asian	0.0019372732527206456	1900
asian	0.002171102551979837	1910
asian	0.00245505396835953	1920
asian	0.0027588025775630498	1930
asian	0.003138495665147648	1940
asian	0.003581212660339658	1950
asian	0.003966248736558014	1960
asian	0.004342300411212461	1970
asian	0.004708484270124663	1980
asian	0.005036608402966183	1990
asian	0.005358073926821683	2000
black	0.000379312801155376	1810
black	0.0008378190190447681	1820
black	0.0014472714197591064	1830
black	0.0022630455919170635	1840
black	0.002947740976304375	1850
black	0.0036778833219454623	1860
black	0.004327455684414305	1870
black	0.004990995054569416	1880
black	0.005654452454790756	1890
black	0.006374998253046413	1900
black	0.007054322236202263	1910
black	0.007707357207927015	1920
black	0.008448159159677176	1930
black	0.009172565252977665	1940
black	0.009935650849742727	1950
black	0.010958745121270813	1960
black	0.011856326181579566	1970
black	0.012759750873432405	1980
black	0.013794795071984339	1990
black	0.014832507224338992	2000
latino	0.00014471412555927852	1810
latino	0.0004345059342685911	1820
latino	0.0007752857642845677	1830
latino	0.0012283113936329938	1840
latino	0.001601824196645033	1850
latino	0.002008111305057633	1860
latino	0.0022925737566528285	1870
latino	0.0026247478529525295	1880
latino	0.0030863832408801212	1890
latino	0.0035569953343789935	1900
latino	0.003980467575449385	1910
latino	0.004460793384545578	1920
latino	0.004897576112530011	1930
latino	0.005397866779832133	1940
latino	0.005850585124338501	1950
latino	0.006441996535302561	1960
latino	0.006926003960715215	1970
latino	0.007540378397362546	1980
latino	0.00810065632714826	1990
latino	0.008615785649312091	2000
mideast	0.0002157229200883655	1810
mideast	0.0004771157422750585	1820
mideast	0.000702431709289908	1830
mideast	0.000958037305017948	1840
mideast	0.0011686320274221147	1850
mideast	0.001418761433337539	1860
mideast	0.001673221537141356	1870
mideast	0.0019437660150632412	1880
mideast	0.002257058419952355	1890
mideast	0.0025873713484438707	1900
mideast	0.0029097266237107892	1910
mideast	0.003350976070542565	1920
mideast	0.0037200835088102967	1930
mideast	0.0042387012443420346	1940
mideast	0.004948558401751807	1950
mideast	0.005560836355665537	1960
mideast	0.006414924775214709	1970
mideast	0.0072269091648103296	1980
mideast	0.00780120555697817	1990
mideast	0.00842966642427046	2000
multiracial	1.3482682505522844e-05	1810
multiracial	4.417190987674088e-05	1820
multiracial	7.945680542768456e-05	1830
multiracial	0.00012909346376325674	1840
multiracial	0.00017252105208871897	1850
multiracial	0.00022126228073386975	1860
multiracial	0.00027431906419651825	1870
multiracial	0.0003479882035483118	1880
multiracial	0.0004044710831100488	1890
multiracial	0.0004600173060416071	1900
multiracial	0.0005054769096487181	1910
multiracial	0.000549599764686855	1920
multiracial	0.0005939805528887875	1930
multiracial	0.0006400225248948964	1940
multiracial	0.0006949106241689405	1950
multiracial	0.0007510290625333192	1960
multiracial	0.0007916881599962567	1970
multiracial	0.000829303999612122	1980
multiracial	0.0008907031377251988	1990
multiracial	0.0009440971933960146	2000
native	0.00016269103556664231	1810
native	0.00043797798556816526	1820
native	0.0006821279382256751	1830
native	0.0009246119607221486	1840
native	0.0011220879324863322	1850
native	0.0012868257285273072	1860
native	0.001409189370907073	1870
native	0.0015823436709061856	1880
native	0.0017995653349894098	1890
native	0.0020134766095204577	1900
native	0.002171241240088498	1910
native	0.0023708963755191773	1920
native	0.0025398248098312173	1930
native	0.0027023284619782533	1940
native	0.0029006849408962703	1950
native	0.0030922747124437554	1960
native	0.003251178021444373	1970
native	0.0034357069605037757	1980
native	0.003625661443583097	1990
native	0.003813546270466342	2000
old	0.0014642193200997808	1810
old	0.0027288903166957966	1820
old	0.004174494806533477	1830
old	0.005869430952849357	1840
old	0.007641043908733616	1850
old	0.009498531829575595	1860
old	0.01128237955603285	1870
old	0.01309652852041593	1880
old	0.014821341989838114	1890
old	0.016542059978955016	1900
old	0.018250650220647906	1910
old	0.019886842287655297	1920
old	0.021482353272679753	1930
old	0.023051916220464055	1940
old	0.024603860956261978	1950
old	0.026111510372993744	1960
old	0.027613378273969865	1970
old	0.02902669835131226	1980
old	0.03047516725120474	1990
old	0.031923159072513155	2000
indian	0.00011145684204565552	1810
indian	0.0003432292159238097	1820
indian	0.0005268029208816604	1830
indian	0.0007349587871460559	1840
indian	0.0009138229353421841	1850
indian	0.0010490892908070213	1860
indian	0.001215954023212277	1870
indian	0.0014147784912792575	1880
indian	0.0016138983500222131	1890
indian	0.001775276407589993	1900
indian	0.0019273114304419906	1910
indian	0.0021403507423594925	1920
indian	0.0022862661143014562	1930
indian	0.0024949211537873156	1940
indian	0.0027605752152935095	1950
indian	0.003012007608416955	1960
indian	0.0032797999383885595	1970
indian	0.0035133245651723347	1980
indian	0.0037047183154366786	1990
indian	0.00392916082454758	2000
asexual	1.2583837005154654e-05	1810
asexual	2.3118944908707117e-05	1820
asexual	3.603367792081721e-05	1830
asexual	5.041439201803906e-05	1840
asexual	6.0560420838124734e-05	1850
asexual	7.195856345410961e-05	1860
asexual	8.091620222053079e-05	1870
asexual	8.844753252143408e-05	1880
asexual	9.752466969206155e-05	1890
asexual	0.00010554315331735213	1900
asexual	0.00011162644052203816	1910
asexual	0.0001192327484708337	1920
asexual	0.00012590069128361187	1930
asexual	0.00013272820804497402	1940
asexual	0.00014036481316136276	1950
asexual	0.00015054795292795763	1960
asexual	0.00016062277353824303	1970
asexual	0.00017173846546967287	1980
asexual	0.0001838666902821325	1990
asexual	0.00019729938606705222	2000
atheist	5.662726652319594e-05	1810
atheist	0.0001402973988586561	1820
atheist	0.00020648540554572034	1830
atheist	0.000301583676188639	1840
atheist	0.00037150726334362434	1850
atheist	0.0004314577151138874	1860
atheist	0.0004926682466844321	1870
atheist	0.0005440616203574976	1880
atheist	0.0005793207890202818	1890
atheist	0.0006138731639147156	1900
atheist	0.0006428748819835675	1910
atheist	0.0006679924153749199	1920
atheist	0.000693744097114529	1930
atheist	0.0007165024863190695	1940
atheist	0.0007404102671095821	1950
atheist	0.0007680248076993438	1960
atheist	0.0007979794082638533	1970
atheist	0.000833777853381424	1980
atheist	0.0008596462822535691	1990
atheist	0.0008851556632055542	2000
cancer	8.988455003681897e-05	1810
cancer	0.00022775704912244034	1820
cancer	0.00032615501492899344	1830
cancer	0.00042324140272821003	1840
cancer	0.0005413101584880605	1850
cancer	0.000653843201884552	1860
cancer	0.0007807430844088518	1870
cancer	0.0009206030703488659	1880
cancer	0.0010675425076109599	1890
cancer	0.0012054482767483434	1900
cancer	0.0013543709201002698	1910
cancer	0.0015027252697773965	1920
cancer	0.0016568132014980086	1930
cancer	0.001817544325255076	1940
cancer	0.002009251317047602	1950
cancer	0.0022014302877300528	1960
cancer	0.002462408620726397	1970
cancer	0.0027520822845098097	1980
cancer	0.0030844378628752983	1990
cancer	0.0034058396815339863	2000
depressed	0.0005905414937419006	1810
depressed	0.0012020358003176628	1820
depressed	0.001801879024683705	1830
depressed	0.0024353594212521085	1840
depressed	0.003116274278977158	1850
depressed	0.0037339780409671895	1860
depressed	0.004337585083996801	1870
depressed	0.004905869037106685	1880
depressed	0.00544905436981721	1890
depressed	0.00588336460108522	1900
depressed	0.0063005649258903165	1910
depressed	0.006691088239354781	1920
depressed	0.007122989080637001	1930
depressed	0.007555737663054685	1940
depressed	0.007991729238968058	1950
depressed	0.008448858831983758	1960
depressed	0.008919789230198014	1970
depressed	0.00937458163714916	1980
depressed	0.009858108245514882	1990
depressed	0.010380390751206456	2000
diabetic	0.0002435871305997794	1810
diabetic	0.000532004794799933	1820
diabetic	0.000777000354976093	1830
diabetic	0.000982903021796684	1840
diabetic	0.001236359869136659	1850
diabetic	0.0014895749600696714	1860
diabetic	0.0017509542656129352	1870
diabetic	0.002029772599358348	1880
diabetic	0.0022658962210468816	1890
diabetic	0.002488117560425957	1900
diabetic	0.0027226306400298613	1910
diabetic	0.0029483123044446737	1920
diabetic	0.003181917619124164	1930
diabetic	0.0034148738040058343	1940
diabetic	0.003654418052280284	1950
diabetic	0.0038779802146233226	1960
diabetic	0.0040980633215486765	1970
diabetic	0.004349835857044981	1980
diabetic	0.004584762642098986	1990
diabetic	0.004851114069969748	2000
divorced	0.0003775151101546396	1810
divorced	0.0006011952997010796	1820
divorced	0.0008119053186665188	1830
divorced	0.0010195972909277783	1840
divorced	0.001231436032789185	1850
divorced	0.0014235041818430737	1860
divorced	0.0016023698533648811	1870
divorced	0.0018089510612664189	1880
divorced	0.0019604815361148127	1890
divorced	0.002121191386713818	1900
divorced	0.0022768810976151427	1910
divorced	0.0024629326438297063	1920
divorced	0.0026616719783144577	1930
divorced	0.002875546129170782	1940
divorced	0.003094545306294038	1950
divorced	0.0032931721165666917	1960
divorced	0.0034712805523556657	1970
divorced	0.0036415133591116227	1980
divorced	0.003816566629268675	1990
divorced	0.003971042630795252	2000
immigrant	2.786421051141388e-05	1810
immigrant	7.168415208126253e-05	1820
immigrant	0.00011542512281870685	1830
immigrant	0.00016015775883541073	1840
immigrant	0.00020985391273761384	1850
immigrant	0.00026986733767150103	1860
immigrant	0.0003270009951880977	1870
immigrant	0.00040188999789848823	1880
immigrant	0.00047183117621320763	1890
immigrant	0.0005491973939796476	1900
immigrant	0.0006408121708548708	1910
immigrant	0.0007255577254876739	1920
immigrant	0.0007992731322328351	1930
immigrant	0.0008805906075059819	1940
immigrant	0.0009606339443722214	1950
immigrant	0.001029181149394955	1960
immigrant	0.0011003795468328202	1970
immigrant	0.0011877835427042914	1980
immigrant	0.0012795032428485169	1990
immigrant	0.001373996251205442	2000
christian	0.0022021714759020644	1810
christian	0.004916106881491122	1820
christian	0.006944719318732632	1830
christian	0.009733815742017085	1840
christian	0.012183451614290733	1850
christian	0.014647827656270282	1860
christian	0.01686296272102618	1870
christian	0.018853925575484164	1880
christian	0.02069166545227909	1890
christian	0.022237957124110693	1900
christian	0.02377840813690198	1910
christian	0.025235026557321533	1920
christian	0.026527254390189457	1930
christian	0.02789440991398587	1940
christian	0.029248724950045882	1950
christian	0.0307367751578164	1960
christian	0.032044387923900436	1970
christian	0.03337945437534534	1980
christian	0.034722117946909506	1990
christian	0.036069746781011894	2000
abortion	0.0001653875720677469	1810
abortion	0.0003394458765612224	1820
abortion	0.0005283815019214224	1830
abortion	0.0006986306010724037	1840
abortion	0.0008704022227525802	1850
abortion	0.0010339435286846946	1860
abortion	0.0012035070368721416	1870
abortion	0.0013888201923042273	1880
abortion	0.001586680795023512	1890
abortion	0.0017761478437150367	1900
abortion	0.0019939554621386307	1910
abortion	0.002259716518437482	1920
abortion	0.002549555539143567	1930
abortion	0.0028649342941587967	1940
abortion	0.0031607551153648157	1950
abortion	0.0035351189053649057	1960
abortion	0.003887951266894086	1970
abortion	0.004253057368603809	1980
abortion	0.004614879543803997	1990
abortion	0.0049228486666777664	2000
attack	0.0014372539550887354	1810
attack	0.002880105689705703	1820
attack	0.003888838586044446	1830
attack	0.005051158146188105	1840
attack	0.00605813535048476	1850
attack	0.007039509132404695	1860
attack	0.007874407002044205	1870
attack	0.008699246782605106	1880
attack	0.00943013996634407	1890
attack	0.010125658376314727	1900
attack	0.010743265288702104	1910
attack	0.011342909829632425	1920
attack	0.011841479274459938	1930
attack	0.012354998255487196	1940
attack	0.012892793153868338	1950
attack	0.013413934230264012	1960
attack	0.014032917265727855	1970
attack	0.014691300121476328	1980
attack	0.015412133103308632	1990
attack	0.016225120623537932	2000
infertile	2.786421051141388e-05	1810
infertile	8.710510712849148e-05	1820
infertile	0.000124234964538308	1830
infertile	0.00016625050710807136	1840
infertile	0.00020547751025324333	1850
infertile	0.00024181302566442166	1860
infertile	0.00027236087068837077	1870
infertile	0.000300948103309405	1880
infertile	0.0003292288948410132	1890
infertile	0.0003588729858193602	1900
infertile	0.00039254327313832015	1910
infertile	0.00042196547531388087	1920
infertile	0.00044845322866269275	1930
infertile	0.0004740564165178009	1940
infertile	0.0004950136907860724	1950
infertile	0.0005194710133695972	1960
infertile	0.00054515281055028	1970
infertile	0.0005697510337597559	1980
infertile	0.000596886017754721	1990
infertile	0.0006220768727226464	2000
transgender	0.0	1810
transgender	9.619011564113117e-06	1820
transgender	1.95356815555548e-05	1830
transgender	3.0006431912057342e-05	1840
transgender	4.299593377726257e-05	1850
transgender	5.508678119311393e-05	1860
transgender	6.375731615291904e-05	1870
transgender	7.41526734696588e-05	1880
transgender	8.454153566494345e-05	1890
transgender	9.571881586989395e-05	1900
transgender	0.00011142218516571138	1910
transgender	0.0001257989430469513	1920
transgender	0.00014151623681992836	1930
transgender	0.00015543386714116667	1940
transgender	0.00017487249834651986	1950
transgender	0.00019608366720532227	1960
transgender	0.00021508639804391865	1970
transgender	0.00024082577593837032	1980
transgender	0.00027222099080100314	1990
transgender	0.000307777591364473	2000
jewish	0.0009347993203829172	1810
jewish	0.0023396330569131524	1820
jewish	0.003322094465115653	1830
jewish	0.004644324915197544	1840
jewish	0.005747624768897624	1850
jewish	0.006853370548975405	1860
jewish	0.007935321244208038	1870
jewish	0.008925611622470827	1880
