table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors1800	good vs. bad	bipolar		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1810	good vs. bad	bipolar		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1820	good vs. bad	bipolar		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1830	good vs. bad	bipolar		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1840	good vs. bad	bipolar	-0.0008308473924508113	[-0.0008308473924508008, -0.0008308473924508008, -0.0008308473924508008, -0.0008308473924508008, -0.0008308473924508008, 0.22402208096440007, -0.0008308473924508008, -0.0008308473924508008, -0.0008308473924508008, -0.2411866708514799, -0.0008308473924508008, -0.0008308473924508008]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1850	good vs. bad	bipolar	-0.15408433144075445	[-0.15408433144075442, -0.15408433144075442, -0.15408433144075442, -0.15408433144075442, -0.15408433144075442, -0.10234560900904564, -0.15408433144075442, -0.15408433144075442, -0.10665970092936294, -0.2479955002150567, -0.15408433144075442, -0.15408433144075442]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1860	good vs. bad	bipolar	-0.19803172815725698	[-0.19803172815725686, -0.19803172815725686, -0.19803172815725686, -0.19803172815725686, -0.19803172815725686, -0.17152562535322854, -0.19803172815725686, -0.19803172815725686, -0.04274522143227594, -0.30280818763117595, -0.19803172815725686, -0.19803172815725686]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1870	good vs. bad	bipolar	-0.21445355309272685	[-0.2144535530927273, -0.2144535530927273, -0.2144535530927273, -0.2144535530927273, -0.2144535530927273, -0.14131240895773062, -0.2144535530927273, -0.2144535530927273, -0.1894302254557455, -0.29941041989204376, -0.2144535530927273, -0.2144535530927273]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1880	good vs. bad	bipolar	-0.2733257678684482	[-0.27332576786844787, -0.27332576786844787, -0.27332576786844787, -0.27332576786844787, -0.16319283514979036, -0.18899886557662443, -0.27332576786844787, -0.27332576786844787, -0.2863135926413672, -0.4056895898057024, -0.27332576786844787, -0.27332576786844787]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1890	good vs. bad	bipolar	-0.39242384790330126	[-0.3647605574865036, -0.35824869790812963, -0.3924238479033011, -0.3924238479033011, -0.37621153572964683, -0.32834152580237397, -0.3924238479033011, -0.3924238479033011, -0.404007262042026, -0.49515386832814307, -0.3924238479033011, -0.3924238479033011]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1900	good vs. bad	bipolar	-0.2717435067196989	[-0.2519798761673195, -0.12267305516573689, -0.2717435067196986, -0.2717435067196986, -0.23967588933714631, -0.2304299200647548, -0.2717435067196986, -0.2717435067196986, -0.31170972987065654, -0.4276108438599949, -0.2717435067196986, -0.2717435067196986]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1910	good vs. bad	bipolar	-0.22440012505965334	[-0.25692689255441054, -0.15203560294287505, -0.22440012505965343, -0.22440012505965343, -0.17342000149906744, -0.15170075843181127, -0.22440012505965343, -0.22440012505965343, -0.2599464811178387, -0.32866542258004894, -0.22440012505965343, -0.22440012505965343]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1920	good vs. bad	bipolar	-0.24656871083078238	[-0.34966320627058245, -0.08566850098711062, -0.24656871083078247, -0.24656871083078247, -0.23104913583726455, -0.12353160261773968, -0.24656871083078247, -0.24656871083078247, -0.3088647933741136, -0.34125581590076287, -0.24656871083078247, -0.24656871083078247]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1930	good vs. bad	bipolar	-0.25520926720777376	[-0.2640192891608017, -0.1736031356585779, -0.25520926720777376, -0.25520926720777376, -0.2146590044670747, -0.14051391384841527, -0.25520926720777376, -0.25520926720777376, -0.33404251183383715, -0.3840005465002991, -0.25520926720777376, -0.25520926720777376]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1940	good vs. bad	bipolar	-0.27194144819904914	[-0.2932699390808095, -0.16056207523634372, -0.2719414481990492, -0.2719414481990492, -0.2601466375741341, -0.20960643535612755, -0.2719414481990492, -0.2719414481990492, -0.24981434597098567, -0.4248613102749748, -0.2719414481990492, -0.2719414481990492]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1950	good vs. bad	bipolar	-0.43898426315820027	[-0.41519392248377646, -0.3418392611862453, -0.43898426315820027, -0.43898426315820027, -0.400728426730283, -0.3662040114598447, -0.43898426315820027, -0.43898426315820027, -0.4737937577505628, -0.579465367222445, -0.43898426315820027, -0.43898426315820027]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1960	good vs. bad	bipolar	-0.6465675271095171	[-0.5415871745735851, -0.5502683984593376, -0.6465675271095171, -0.6465675271095171, -0.6523038257679016, -0.5990374745236696, -0.6465675271095171, -0.6465675271095171, -0.6483998206321461, -0.8052227002704653, -0.6465675271095171, -0.6465675271095171]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1970	good vs. bad	bipolar	-0.5389300027266692	[-0.5078119768769047, -0.4163939164648129, -0.5389300027266692, -0.5389300027266692, -0.5017505243749437, -0.3840661158908584, -0.5389300027266692, -0.5389300027266692, -0.6166613273201152, -0.7143789790632467, -0.5389300027266692, -0.5389300027266692]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1980	good vs. bad	bipolar	-0.7576517892133287	[-0.6933522757640153, -0.6501653416298192, -0.7576517892133284, -0.7576517892133284, -0.7652209356015882, -0.6951927624183948, -0.7590494424556041, -0.7576517892133284, -0.8239117587204193, -0.831014164701061, -0.7576517892133284, -0.7576517892133284]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1990	good vs. bad	bipolar	-0.9406253697597277	[-0.8941111012474929, -0.8413379196772489, -0.9406253697597281, -0.9406253697597281, -0.9320568973772304, -0.9332314796116736, -0.985914299019253, -0.9406253697597281, -0.985686545066508, -0.9926163867005509, -0.8746178891272842, -0.9406253697597281]	['bipolar', 'bipolar', 'synapse', 'psychotic', 'euphoric', 'yucky']
vectors1800	good vs. bad	blind	0.30337398072503924	[0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, nan, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393, 0.3033739807250393]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1810	good vs. bad	blind	-0.5437317831579767	[-0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, nan, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765, -0.5437317831579765]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1820	good vs. bad	blind	-0.4905740176217501	[-0.49057401762175007, -0.49057401762175007, -0.49057401762175007, -0.1749714841913574, -0.49057401762175007, -0.49057401762175007, -0.49057401762175007, -0.5001156974992622, -0.49057401762175007, -0.49057401762175007, -0.49057401762175007, -0.49057401762175007, -0.43680393446312993, -0.49057401762175007, -0.49057401762175007]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1830	good vs. bad	blind	0.22439412155977576	[0.042187155036817255, 0.22439412155977584, 0.22439412155977584, 0.34839454718083734, 0.22439412155977584, 0.22439412155977584, 0.22439412155977584, 0.27109439675781233, 0.22439412155977584, 0.22439412155977584, 0.22439412155977584, 0.22439412155977584, 0.12070900643274209, 0.22439412155977584, 0.22439412155977584]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1840	good vs. bad	blind	-0.2909819905009398	[-0.33871130153731543, -0.29098199050093954, -0.29098199050093954, -0.2041620751050123, -0.29098199050093954, -0.29098199050093954, -0.29098199050093954, -0.3192604387482233, -0.29098199050093954, -0.29098199050093954, -0.29098199050093954, -0.29098199050093954, -0.21108042529319748, -0.37325196193341775, -0.29098199050093954]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1850	good vs. bad	blind	-0.35372251005016203	[-0.4045856912449438, -0.3537225100501621, -0.3537225100501621, -0.2882273719180585, -0.3537225100501621, -0.3537225100501621, -0.3537225100501621, -0.37929126817285613, -0.3537225100501621, -0.3537225100501621, -0.3537225100501621, -0.3537225100501621, -0.22540833388035333, -0.43279881491858735, -0.3537225100501621]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1860	good vs. bad	blind	-0.26376643811469885	[-0.25875615636519844, -0.26376643811469896, -0.26376643811469896, -0.38865635447783725, -0.26376643811469896, -0.26376643811469896, -0.26376643811469896, -0.3190255255106078, -0.26376643811469896, -0.26376643811469896, -0.26376643811469896, -0.26376643811469896, -0.03771271337811736, -0.3008291506845074, -0.26376643811469896]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1870	good vs. bad	blind	-0.3114348368049669	[-0.3476330162737606, -0.3114348368049668, -0.3114348368049668, -0.2124038247719978, -0.3114348368049668, -0.3114348368049668, -0.3114348368049668, -0.38386867575582934, -0.3114348368049668, -0.3114348368049668, -0.3114348368049668, -0.3114348368049668, -0.20472357975667804, -0.37696450722755115, -0.3114348368049668]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1880	good vs. bad	blind	-0.2527374524581745	[-0.21491496760623666, -0.25273745245817464, -0.25273745245817464, -0.13251216737285706, -0.25273745245817464, -0.25273745245817464, -0.25273745245817464, -0.3651765118226758, -0.25273745245817464, -0.25273745245817464, -0.25273745245817464, -0.25273745245817464, -0.11143899448511714, -0.4076839477000718, -0.25273745245817464]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1890	good vs. bad	blind	-0.29686710771119196	[-0.2104494441884318, -0.25570443350349326, -0.29686710771119207, -0.2206254327942142, -0.29686710771119207, -0.29686710771119207, -0.29686710771119207, -0.41239057546458996, -0.29686710771119207, -0.29686710771119207, -0.1877799881411404, -0.29686710771119207, -0.2518423440169626, -0.4696699985690124, -0.29686710771119207]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1900	good vs. bad	blind	-0.27517152163557057	[-0.2127833546264389, -0.17239230437526223, -0.27517152163557107, -0.1935158923789956, -0.27517152163557107, -0.27517152163557107, -0.27517152163557107, -0.38966534933302804, -0.27517152163557107, -0.27517152163557107, -0.23412816848168314, -0.27517152163557107, -0.22392738591691233, -0.4450385127953198, -0.27517152163557107]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1910	good vs. bad	blind	-0.2567515551673531	[-0.0871627882709972, -0.2743883312992768, -0.2567515551673534, -0.22968052697982816, -0.2567515551673534, -0.2567515551673534, -0.2567515551673534, -0.3653501980484751, -0.2567515551673534, -0.2567515551673534, -0.2567515551673534, -0.2567515551673534, -0.1837444152481451, -0.3595850625034003, -0.2567515551673534]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1920	good vs. bad	blind	-0.4018052401787553	[-0.26797771857580066, -0.4059939636722511, -0.401805240178755, -0.4298991654714719, -0.401805240178755, -0.401805240178755, -0.401805240178755, -0.46620931566245816, -0.401805240178755, -0.401805240178755, -0.31802644876145175, -0.401805240178755, -0.3006349998239603, -0.5697644765075636, -0.401805240178755]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1930	good vs. bad	blind	-0.39847885749703343	[-0.3038134684706452, -0.3948471101904774, -0.3984788574970336, -0.43292551236687987, -0.3984788574970336, -0.3984788574970336, -0.3984788574970336, -0.4268292954114088, -0.3984788574970336, -0.3984788574970336, -0.34851580476155847, -0.3984788574970336, -0.24395028173900932, -0.5827639107908404, -0.3984788574970336]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1940	good vs. bad	blind	-0.3617898555781377	[-0.2715098993345882, -0.34402368053734367, -0.36178985557813736, -0.32841107451838014, -0.36178985557813736, -0.36178985557813736, -0.36178985557813736, -0.44249218264712253, -0.36178985557813736, -0.36178985557813736, -0.2989975142513699, -0.36178985557813736, -0.24793419396087357, -0.5566931309278008, -0.36178985557813736]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1950	good vs. bad	blind	-0.49787459080800883	[-0.48295320192644187, -0.4416575437516688, -0.4978745908080086, -0.4709182844694417, -0.4978745908080086, -0.4978745908080086, -0.4978745908080086, -0.5505062435482387, -0.4978745908080086, -0.4978745908080086, -0.39611039210215543, -0.4978745908080086, -0.398250780098586, -0.6758879109237309, -0.4978745908080086]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1960	good vs. bad	blind	-0.517662850516026	[-0.43504169520283403, -0.46996320377490536, -0.4669754028639673, -0.4853809315355667, -0.5176628505160257, -0.5176628505160257, -0.5176628505160257, -0.587700544023798, -0.5176628505160257, -0.5176628505160257, -0.41651355200967977, -0.5176628505160257, -0.46155921501720015, -0.7343085950056387, -0.5176628505160257]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1970	good vs. bad	blind	-0.5804075752653676	[-0.4509765633447379, -0.5470520652701956, -0.553777549630283, -0.5931286851419074, -0.5804075752653676, -0.5804075752653676, -0.5804075752653676, -0.6079671427658969, -0.5804075752653676, -0.5804075752653676, -0.563905330219215, -0.5804075752653676, -0.5208233898975299, -0.7168103360534765, -0.5804075752653676]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1980	good vs. bad	blind	-0.8332585853400191	[-0.7599136943968553, -0.7435760020626209, -0.8565303180260723, -0.8348364083274803, -0.833258585340019, -0.833258585340019, -0.7789657215163794, -0.853285436944116, -0.833258585340019, -0.9223752528200526, -0.7761624366780323, -0.833258585340019, -0.8070429810520032, -0.9102350129506763, -0.833258585340019]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1990	good vs. bad	blind	-0.7224558563575271	[-0.6020382099531777, -0.6958234354417663, -0.7390982061009684, -0.7793320349342023, -0.7224558563575267, -0.7224558563575267, -0.7182048166138464, -0.6989466142405789, -0.6503565048944951, -0.8277546289602217, -0.6909078955824715, -0.7224558563575267, -0.6367375712358931, -0.8236530803377806, -0.7224558563575267]	['visionless', 'impairment', 'euphoric', 'yucky']
vectors1800	good vs. bad	cleft	-0.3049579841120425	[-0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, -0.3049579841120426, nan, -0.3049579841120426, -0.3049579841120426]	['euphoric', 'yucky']
vectors1810	good vs. bad	cleft	-0.4001239162317078	[-0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, -0.4001239162317077, nan, -0.4001239162317077, -0.4001239162317077]	['euphoric', 'yucky']
vectors1820	good vs. bad	cleft	-0.4438437195595088	[-0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, -0.44384371955950885, nan, -0.44384371955950885, -0.44384371955950885]	['euphoric', 'yucky']
vectors1830	good vs. bad	cleft	-0.15280299601736133	[-0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, -0.15280299601736141, nan, -0.15280299601736141, -0.15280299601736141]	['euphoric', 'yucky']
vectors1840	good vs. bad	cleft	-0.24484416756341215	[-0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2532463892074053, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.2448441675634121, -0.29033501580164645, -0.19223190138671142, -0.2448441675634121, -0.2448441675634121]	['euphoric', 'yucky']
vectors1850	good vs. bad	cleft	-0.23148135618067786	[-0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.26606661143561616, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.23148135618067783, -0.2564068248812689, -0.15910171353526753, -0.23148135618067783, -0.23148135618067783]	['euphoric', 'yucky']
vectors1860	good vs. bad	cleft	-0.24931387107356723	[-0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.22443316560311496, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.24931387107356726, -0.29033407220386, -0.2168998347157612, -0.24931387107356726, -0.24931387107356726]	['euphoric', 'yucky']
vectors1870	good vs. bad	cleft	-0.4352600743642006	[-0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.4766969838550156, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43526007436420056, -0.43524635174240156, -0.3669356423303186, -0.43526007436420056, -0.43526007436420056]	['euphoric', 'yucky']
vectors1880	good vs. bad	cleft	-0.41296546409374263	[-0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.5412516529193894, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.41296546409374246, -0.2954111658130495, -0.3575333714302028, -0.41296546409374246, -0.41296546409374246]	['euphoric', 'yucky']
vectors1890	good vs. bad	cleft	-0.6882873802575921	[-0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.824796776826092, -0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.6882873802575918, -0.5344210380889107, -0.7123398214585387, -0.6162324414635256, -0.6882873802575918, -0.6882873802575918]	['euphoric', 'yucky']
vectors1900	good vs. bad	cleft	-0.6839065617726732	[-0.6839065617726728, -0.6839065617726728, -0.6839065617726728, -0.8105654879634977, -0.5714110355613071, -0.6839065617726728, -0.6839065617726728, -0.6839065617726728, -0.6839065617726728, -0.6839065617726728, -0.6839065617726728, -0.6380016024175323, -0.643886165252712, -0.6708634131946218, -0.6839065617726728, -0.6839065617726728]	['euphoric', 'yucky']
vectors1910	good vs. bad	cleft	-0.17702573886482464	[-0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.2267746851901555, -0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.17702573886482462, -0.27511867962435377, -0.05563276691887959, -0.12158302310874018, -0.17702573886482462, -0.17702573886482462]	['euphoric', 'yucky']
vectors1920	good vs. bad	cleft	-0.6719334094862462	[-0.6719334094862464, -0.6719334094862464, -0.6719334094862464, -0.783689126041034, -0.5579953622638487, -0.6719334094862464, -0.6719334094862464, -0.6719334094862464, -0.6719334094862464, -0.6719334094862464, -0.6719334094862464, -0.6453431274187187, -0.7027935193053592, -0.6127970230498182, -0.6719334094862464, -0.6719334094862464]	['euphoric', 'yucky']
vectors1930	good vs. bad	cleft	-0.5298157234519603	[-0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.5558096303479041, -0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.5298157234519605, -0.4196427027022939, -0.5611635556318311, -0.5247621094635885, -0.5298157234519605, -0.5298157234519605]	['euphoric', 'yucky']
vectors1940	good vs. bad	cleft	-0.6548011876395592	[-0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.7459688871191698, -0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.6548011876395593, -0.6216373129552845, -0.6208302354865413, -0.5862078664317553, -0.6548011876395593, -0.6548011876395593]	['euphoric', 'yucky']
vectors1950	good vs. bad	cleft	-0.8023072031756665	[-0.8023072031756662, -0.8023072031756662, -0.8023072031756662, -0.8560702766877609, -0.750964401516608, -0.8023072031756662, -0.8023072031756662, -0.8023072031756662, -0.8023072031756662, -0.8023072031756662, -0.8023072031756662, -0.7073902080524823, -0.851504994970098, -0.7482129370320314, -0.8023072031756662, -0.8023072031756662]	['euphoric', 'yucky']
vectors1960	good vs. bad	cleft	-0.9711954016172997	[-0.9711954016172999, -0.9711954016172999, -0.9711954016172999, -0.974739228429748, -0.958977100821899, -0.9711954016172999, -0.9432320013422584, -0.9711954016172999, -1.0065392520715055, -0.9913138218813272, -0.9711954016172999, -0.9454757594001794, -0.9425339700439032, -0.9186156340778674, -0.9711954016172999, -0.9711954016172999]	['euphoric', 'yucky']
vectors1970	good vs. bad	cleft	-0.9958631170246223	[-0.995863117024622, -0.995863117024622, -0.995863117024622, -1.0300051667216215, -0.9772635890685929, -0.995863117024622, -0.9538649105057903, -0.995863117024622, -0.995863117024622, -0.995863117024622, -0.995863117024622, -1.0078451041607908, -0.9949838671486335, -0.9545512239001593, -0.995863117024622, -0.9520292180269873]	['euphoric', 'yucky']
vectors1980	good vs. bad	cleft	-0.9246116796713169	[-0.9291639677769524, -0.9246116796713169, -0.9246116796713169, -0.9297122811362211, -0.9301556206749526, -0.9246116796713169, -0.9041178040814536, -0.9246116796713169, -0.9419239862106104, -0.9507442812040611, -0.9246116796713169, -0.9215411595382409, -0.8865261165943304, -0.8685828997110535, -0.9246116796713169, -0.9092617420909199]	['euphoric', 'yucky']
vectors1990	good vs. bad	cleft	-0.9036855245209789	[-0.9163574907548914, -0.9036855245209788, -0.9036855245209788, -0.8870725312559189, -0.895117681265491, -0.9036855245209788, -0.8591538133471224, -0.9036855245209788, -0.914373545724767, -0.9440846745230953, -0.9974626232236119, -0.8812549424115528, -0.8575504830140509, -0.8490569529278162, -0.9301278935889897, -0.849744227044322]	['euphoric', 'yucky']
vectors1800	good vs. bad	deaf		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1810	good vs. bad	deaf		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1820	good vs. bad	deaf	-0.2869543816014977	[-0.2869543816014977, -0.2869543816014977, nan, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977, -0.2869543816014977]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1830	good vs. bad	deaf	0.03700526978783491	[0.0370052697878349, 0.0370052697878349, nan, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349, 0.0370052697878349]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1840	good vs. bad	deaf	-0.0014638705724637233	[-0.285086921921474, -0.0014638705724636673, 0.20278605916439135, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673, -0.0014638705724636673]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1850	good vs. bad	deaf	-0.1660453519468323	[-0.13306521098307697, -0.16604535194683231, -0.1310299055519093, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231, -0.16604535194683231]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1860	good vs. bad	deaf	-0.15739823306485565	[-0.250597960649737, -0.15739823306485576, 0.0025838552872183753, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576, -0.15739823306485576]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1870	good vs. bad	deaf	0.3257863490663715	[0.24272212768731538, 0.32578634906637116, 0.30567756161120624, 0.32578634906637116, 0.32578634906637116, 0.338731319168219, 0.32578634906637116, 0.32578634906637116, 0.32578634906637116, 0.32578634906637116, 0.32578634906637116, 0.32578634906637116]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1880	good vs. bad	deaf	0.1387539080321811	[0.2788171036421186, 0.13875390803218127, 0.2819203076598099, 0.13875390803218127, 0.13875390803218127, -0.14262630260635722, 0.13875390803218127, 0.13875390803218127, 0.13875390803218127, 0.13875390803218127, 0.13875390803218127, 0.13875390803218127]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1890	good vs. bad	deaf	-0.15797807434816957	[0.043927812356311303, -0.15797807434816968, -0.18856723550841617, -0.15797807434816968, -0.15797807434816968, -0.2668174854316861, -0.15797807434816968, -0.15797807434816968, -0.15797807434816968, -0.15797807434816968, -0.15797807434816968, -0.15797807434816968]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1900	good vs. bad	deaf	0.06665280638830758	[0.1805173535202938, 0.06665280638830744, -0.038070734992461906, 0.06665280638830744, 0.06665280638830744, 0.1379048913523638, -0.037202987740157935, 0.06665280638830744, 0.06665280638830744, 0.06665280638830744, 0.06665280638830744, 0.06665280638830744]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1910	good vs. bad	deaf	0.3489360974687299	[0.4741399083458568, 0.3489360974687295, 0.2515535755188152, 0.3489360974687295, 0.3489360974687295, 0.11798628342151413, 0.3489360974687295, 0.3489360974687295, 0.3489360974687295, 0.3489360974687295, 0.3489360974687295, 0.3489360974687295]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1920	good vs. bad	deaf	-0.24644699091593827	[0.0010511358614677753, -0.24644699091593805, -0.39179313187118076, -0.24644699091593805, -0.24644699091593805, -0.1683179353192182, -0.3425297796705668, -0.24644699091593805, -0.24644699091593805, -0.24644699091593805, -0.24644699091593805, -0.24644699091593805]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1930	good vs. bad	deaf	0.06020151312599349	[0.21730790095824615, 0.06020151312599376, 0.022754086022904116, 0.06020151312599376, 0.06020151312599376, -0.0945742045462979, 0.06927922775474425, 0.06020151312599376, 0.06020151312599376, 0.06020151312599376, 0.06020151312599376, 0.06020151312599376]	['impairment', 'subtitle', 'euphoric', 'yucky']
vectors1940	good vs. bad	deaf	-0.3123607559028115	[-0.10804463228888384, -0.3123607559028119, -0.6354318147186426, -0.3123607559028119, -0.3123607559028119, -0.08559384320472364, -0.3123607559028119, -0.3123607559028119, -0.3123607559028119, -0.3123607559028119, -0.3123607559028119, -0.3123607559028119]	['impairment', 'subtitle', 'euphoric', 'yucky']
