table	categories	attribute(s)	effect_size	loocv_effect_sizes	missing
vectors1980	good vs. bad	pierced	-0.6001175592816662	[-0.6325421824841712, -0.6001175592816661, -0.6001175592816661, -0.6001175592816661, -0.5937917232243395, -0.5697381210576756, -0.5689734459701316, -0.6001175592816661, -0.6001175592816661, -0.6212366446927937, -0.6001175592816661, -0.6229891436340158, -0.605720215728071, -0.6363289926163905, -0.6048664256489598, -0.5942942706813938, -0.6001175592816661, -0.6122530434675257, -0.5508844692700731, -0.6112921675752616, -0.6001175592816661, -0.5185315210251621, -0.6620898518098429, -0.5475028928859067, -0.6001175592816661, -0.6055512010626176, -0.6001175592816661]	['nosering', 'piercings', 'euphoric', 'yucky']
vectors1990	good vs. bad	pierced	-0.5352959553231553	[-0.5136484312073465, -0.5352959553231552, -0.5352959553231552, -0.5495682184957525, -0.5413674040403316, -0.4915452932363691, -0.5073662660907732, -0.5352959553231552, -0.5944600798123211, -0.5493841976375775, -0.46852377847314386, -0.5262496869232678, -0.5471936490927576, -0.5712572163761295, -0.5173729013494447, -0.5740741823478038, -0.5352959553231552, -0.5846325217770898, -0.4913062251465372, -0.5228834131387742, -0.5352959553231552, -0.4824193586969338, -0.5617582135384025, -0.48654129856998196, -0.5352959553231552, -0.5448259009751323, -0.5814689500354062]	['nosering', 'piercings', 'euphoric', 'yucky']
vectors1800	good vs. bad	muslim		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['islamist', 'euphoric', 'yucky']
vectors1810	good vs. bad	muslim	-0.5287663251966144	[-0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, -0.5287663251966145, nan, -0.5287663251966145]	['islamist', 'euphoric', 'yucky']
vectors1820	good vs. bad	muslim	-0.40830564384178314	[-0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, -0.408305643841783, nan, -0.408305643841783]	['islamist', 'euphoric', 'yucky']
vectors1830	good vs. bad	muslim	0.02386599012042222	[0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.023865990120422242, 0.08179329634841591, -0.04270173444815042, 0.023865990120422242]	['islamist', 'euphoric', 'yucky']
vectors1840	good vs. bad	muslim	0.2005208331619293	[0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.20052083316192953, 0.1739508232717716, 0.20862272327118847, 0.20052083316192953]	['islamist', 'euphoric', 'yucky']
vectors1850	good vs. bad	muslim	-0.060972714014294827	[-0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, -0.06097271401429499, 0.024451862884078922, -0.1392593995639567, -0.06097271401429499]	['islamist', 'euphoric', 'yucky']
vectors1860	good vs. bad	muslim	0.184684220013124	[0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.18468422001312415, 0.34127433914991606, 0.019063268085613483, 0.18468422001312415]	['islamist', 'euphoric', 'yucky']
vectors1870	good vs. bad	muslim	0.10646645433627912	[0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.106466454336279, 0.1048510018009674, 0.0922907686486047, 0.106466454336279]	['islamist', 'euphoric', 'yucky']
vectors1880	good vs. bad	muslim	0.2121751419937917	[0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.21217514199379175, 0.18481603358945778, 0.20948879341759877, 0.21217514199379175]	['islamist', 'euphoric', 'yucky']
vectors1890	good vs. bad	muslim	-0.1848258280730481	[-0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.18482582807304807, -0.16166608733846602, -0.1788698423370296, -0.18482582807304807]	['islamist', 'euphoric', 'yucky']
vectors1900	good vs. bad	muslim	0.007734353085244898	[0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.007734353085244939, 0.16703803634911174, -0.1694529383609317, 0.007734353085244939]	['islamist', 'euphoric', 'yucky']
vectors1910	good vs. bad	muslim	0.02476802458569457	[0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.024768024585694576, 0.13966401457235628, -0.07963647997001283, 0.024768024585694576]	['islamist', 'euphoric', 'yucky']
vectors1920	good vs. bad	muslim	0.14748444780102074	[0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.14748444780102085, 0.10933512223133186, 0.160263058348952, 0.14748444780102085]	['islamist', 'euphoric', 'yucky']
vectors1930	good vs. bad	muslim	-0.23187586512621916	[-0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23187586512621952, -0.23544386881412224, -0.18771685064445282, -0.23187586512621952]	['islamist', 'euphoric', 'yucky']
vectors1940	good vs. bad	muslim	0.0005760025394164541	[0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, 0.0005760025394162963, -0.05633782841490238, 0.05712615011245405, 0.0005760025394162963]	['islamist', 'euphoric', 'yucky']
vectors1950	good vs. bad	muslim	-0.06471141800944309	[-0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.06471141800944304, -0.04097944038579572, -0.17208226473464733, 0.04611982242654047, -0.06471141800944304]	['islamist', 'euphoric', 'yucky']
vectors1960	good vs. bad	muslim	-0.07740271477399971	[-0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.0774027147739997, -0.17598866864015175, -0.049585833294417944, 0.03366639633314034, -0.0774027147739997]	['islamist', 'euphoric', 'yucky']
vectors1970	good vs. bad	muslim	-0.06649171829589272	[-0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, -0.06649171829589257, 0.0057127612521576535, -0.06455155692440806, -0.14977159954134317, -0.06649171829589257]	['islamist', 'euphoric', 'yucky']
vectors1980	good vs. bad	muslim	-0.15292096270879516	[-0.14877330051888762, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.15292096270879527, -0.1641803484437383, -0.11156265012970225, -0.1401118481628062, -0.18160420790858867]	['islamist', 'euphoric', 'yucky']
vectors1990	good vs. bad	muslim	-0.15247355429107506	[-0.13542782888104424, -0.14568491497416458, -0.15247355429107504, -0.15247355429107504, -0.15247355429107504, -0.15247355429107504, -0.15247355429107504, -0.15247355429107504, -0.16285762127589895, -0.16285762127589895, -0.13132755751906366, -0.14952576094554695, -0.09829214724453819, -0.2300510350219644]	['islamist', 'euphoric', 'yucky']
vectors1800	good vs. bad	polygamous		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1810	good vs. bad	polygamous		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1820	good vs. bad	polygamous		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1830	good vs. bad	polygamous		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1840	good vs. bad	polygamous	-0.16881197187101363	[-0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, -0.16881197187101374, nan, -0.16881197187101374, -0.16881197187101374]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1850	good vs. bad	polygamous	-0.1128077227232169	[-0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, -0.11280772272321689, nan, -0.11280772272321689, -0.11280772272321689]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1860	good vs. bad	polygamous	0.0360077801347226	[0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, 0.03600778013472253, nan, 0.03600778013472253, 0.03600778013472253]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1870	good vs. bad	polygamous	0.052809532038861386	[0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, 0.05280953203886159, nan, 0.05280953203886159, 0.05280953203886159]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1880	good vs. bad	polygamous	0.11979491975481175	[0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, 0.11979491975481171, nan, 0.11979491975481171, 0.11979491975481171]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1890	good vs. bad	polygamous	-0.3587157033883541	[-0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, -0.35871570338835423, nan, -0.35871570338835423, -0.35871570338835423]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1900	good vs. bad	polygamous	-0.22648143419057903	[-0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, -0.22648143419057906, nan, -0.22648143419057906, -0.22648143419057906]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1910	good vs. bad	polygamous	-0.25912081795389613	[-0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, -0.25912081795389613, nan, -0.25912081795389613, -0.25912081795389613]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1920	good vs. bad	polygamous	-0.028379219113312107	[-0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, -0.028379219113312194, nan, -0.028379219113312194, -0.028379219113312194]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1930	good vs. bad	polygamous	0.27296638504460957	[0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, 0.2729663850446095, nan, 0.2729663850446095, 0.2729663850446095]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1940	good vs. bad	polygamous	-0.00921049764993496	[-0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, -0.009210497649934936, nan, -0.009210497649934936, -0.009210497649934936]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1950	good vs. bad	polygamous	-0.30229444272859374	[-0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, -0.30229444272859374, nan, -0.30229444272859374, -0.30229444272859374]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1960	good vs. bad	polygamous	-0.22954672661717154	[-0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, -0.22954672661717143, nan, -0.22954672661717143, -0.22954672661717143]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1970	good vs. bad	polygamous	-0.17044064731984665	[-0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, -0.17044064731984662, nan, -0.17044064731984662, -0.17044064731984662]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1980	good vs. bad	polygamous	0.297296662707991	[0.297296662707991, 0.297296662707991, 0.297296662707991, -0.2636873948324102, 0.297296662707991, 0.297296662707991, 0.297296662707991, 0.297296662707991, 0.297296662707991, 0.6551674992762174, 0.297296662707991, 0.297296662707991]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1990	good vs. bad	polygamous	0.03151815757585072	[0.0315181575758507, 0.0315181575758507, 0.0315181575758507, -0.13887321025893515, 0.0315181575758507, 0.0315181575758507, -0.01721484987155799, 0.0315181575758507, 0.0854541098444155, 0.18352525682965057, 0.0315181575758507, 0.0315181575758507]	['polygamous', 'polygamous', 'polyamory', 'polyandry', 'polygyny', 'cameroon', 'gabon', 'bangladesh', 'bhutan', 'somalia', 'euphoric', 'yucky']
vectors1800	good vs. bad	smoker		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['pothead', 'euphoric', 'yucky']
vectors1810	good vs. bad	smoker		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['pothead', 'euphoric', 'yucky']
vectors1820	good vs. bad	smoker		[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]	['pothead', 'euphoric', 'yucky']
vectors1830	good vs. bad	smoker	-0.12464498873329967	[-0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, nan, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967, -0.12464498873329967]	['pothead', 'euphoric', 'yucky']
vectors1840	good vs. bad	smoker	-0.3329667194076627	[-0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265, -0.3013171319972122, -0.33296671940766265, -0.3273007530523794, -0.36419222152175335, -0.33296671940766265, -0.33296671940766265, -0.33296671940766265]	['pothead', 'euphoric', 'yucky']
vectors1850	good vs. bad	smoker	-0.1972392551695156	[-0.1761105901861812, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563, -0.24852692377695018, -0.19723925516951563, -0.13257592583823508, -0.19723925516951563, -0.23207744519375617, -0.18439851649070602, -0.19723925516951563, -0.19723925516951563, -0.19723925516951563]	['pothead', 'euphoric', 'yucky']
vectors1860	good vs. bad	smoker	-0.24374457319648676	[-0.2802509104797382, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682, -0.16226531617928203, -0.24374457319648682, -0.23297760300196385, -0.24374457319648682, -0.2902177739109646, -0.2407694113388397, -0.24374457319648682, -0.24374457319648682, -0.24374457319648682]	['pothead', 'euphoric', 'yucky']
vectors1870	good vs. bad	smoker	-0.18275184616964735	[-0.1812564816759749, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735, -0.17659264724654972, -0.18275184616964735, -0.07264667214935466, -0.18275184616964735, -0.25281975431319775, -0.21347301711674874, -0.18275184616964735, -0.18275184616964735, -0.18275184616964735]	['pothead', 'euphoric', 'yucky']
vectors1880	good vs. bad	smoker	-0.03469797461495372	[-0.06457589949578536, -0.034697974614953636, -0.034697974614953636, -0.034697974614953636, 0.07222657603696968, -0.034697974614953636, -0.034697974614953636, -0.034697974614953636, 0.010605686281150259, -0.034697974614953636, 0.011192876430940128, -0.034697974614953636, -0.1881399566793209, -0.04507627797962479, -0.034697974614953636, -0.034697974614953636, -0.034697974614953636]	['pothead', 'euphoric', 'yucky']
vectors1890	good vs. bad	smoker	0.07917454735299803	[0.033118600926413784, -0.03996397038655738, 0.0791745473529981, 0.0791745473529981, 0.18642419541325747, 0.0791745473529981, 0.0791745473529981, 0.0791745473529981, 0.18238312381220428, 0.14214367792997407, 0.13610964113394292, 0.0791745473529981, -0.0830232408347321, 0.047779659769573816, 0.0791745473529981, 0.0791745473529981, 0.0791745473529981]	['pothead', 'euphoric', 'yucky']
vectors1900	good vs. bad	smoker	-0.2350332738503573	[-0.33957865631979345, -0.32337633451167114, -0.23503327385035724, -0.23503327385035724, -0.10653296387707001, -0.23503327385035724, -0.23503327385035724, -0.23503327385035724, -0.13015156789144414, -0.1683649866137043, -0.18691453980181633, -0.23503327385035724, -0.3356223156424028, -0.26215524530326223, -0.23503327385035724, -0.23503327385035724, -0.23503327385035724]	['pothead', 'euphoric', 'yucky']
vectors1910	good vs. bad	smoker	-0.3091993094824106	[-0.32598081148511915, -0.3039623470616047, -0.25883275356499225, -0.30919930948241064, -0.3198479459778781, -0.30919930948241064, -0.30919930948241064, -0.30919930948241064, -0.26265213887881084, -0.2548614192214263, -0.27507592267504766, -0.30919930948241064, -0.3831590563772549, -0.3651950196966347, -0.30919930948241064, -0.30919930948241064, -0.30919930948241064]	['pothead', 'euphoric', 'yucky']
vectors1920	good vs. bad	smoker	-0.25276429554009405	[-0.3142141314183568, -0.29698549273263847, -0.3008223650494064, -0.25276429554009394, -0.21481053232901998, -0.25276429554009394, -0.25276429554009394, -0.25276429554009394, -0.15679975973633592, -0.26218650196769056, -0.24228408017621225, -0.25276429554009394, -0.2226979679049432, -0.24516139595238748, -0.25276429554009394, -0.25276429554009394, -0.25276429554009394]	['pothead', 'euphoric', 'yucky']
vectors1930	good vs. bad	smoker	-0.21307807393097192	[-0.2453805948390448, -0.2779971540501877, -0.269588653732127, -0.21307807393097195, -0.18977161673332574, -0.21307807393097195, -0.21307807393097195, -0.21307807393097195, -0.1314001727548592, -0.20144992342150403, -0.14080084780770108, -0.21307807393097195, -0.28518399454959575, -0.1585495628606698, -0.21307807393097195, -0.21307807393097195, -0.21307807393097195]	['pothead', 'euphoric', 'yucky']
vectors1940	good vs. bad	smoker	-0.3597343355669239	[-0.4210704959966189, -0.33023768915323964, -0.4597619753859154, -0.359734335566924, -0.2836020527343451, -0.359734335566924, -0.359734335566924, -0.359734335566924, -0.2918514746324585, -0.3400045920892717, -0.3026574156980977, -0.359734335566924, -0.4633560431542619, -0.29986993555098784, -0.359734335566924, -0.359734335566924, -0.359734335566924]	['pothead', 'euphoric', 'yucky']
vectors1950	good vs. bad	smoker	-0.40715094581700706	[-0.4588851469172861, -0.4185465853506742, -0.4288507869539837, -0.4071509458170069, -0.33743184834721046, -0.4071509458170069, -0.4071509458170069, -0.4071509458170069, -0.3052734113565107, -0.4205646850424193, -0.40444204350591695, -0.4071509458170069, -0.46305453095005933, -0.3914524889823024, -0.4071509458170069, -0.4071509458170069, -0.4071509458170069]	['pothead', 'euphoric', 'yucky']
vectors1960	good vs. bad	smoker	-0.6613354093193025	[-0.6829401932386753, -0.6824337543297371, -0.7313534427758248, -0.6613354093193023, -0.5431354847259348, -0.6613354093193023, -0.6613354093193023, -0.6613354093193023, -0.6473261704009357, -0.6720643392997733, -0.6026620194301198, -0.6613354093193023, -0.7604052447316723, -0.5513703084111309, -0.6613354093193023, -0.6613354093193023, -0.6613354093193023]	['pothead', 'euphoric', 'yucky']
vectors1970	good vs. bad	smoker	-0.8098727088220389	[-0.8740707142410263, -0.7687142721354254, -0.8505399390723078, -0.8098727088220389, -0.7696336876948179, -0.8098727088220389, -0.8098727088220389, -0.8098727088220389, -0.6956372810103699, -0.8037010631765176, -0.775153862783435, -0.8098727088220389, -0.9202900026478866, -0.6737895430273863, -0.8098727088220389, -0.8098727088220389, -0.8098727088220389]	['pothead', 'euphoric', 'yucky']
vectors1980	good vs. bad	smoker	-0.6971514899646838	[-0.7369097895626951, -0.6845885681101198, -0.7647681204240506, -0.6971514899646841, -0.6516965576724219, -0.6971514899646841, -0.6729604259685538, -0.6272148361068826, -0.6605419711466795, -0.6998810948038358, -0.6881059463568202, -0.6183111030268345, -0.7339950275455336, -0.723467376018329, -0.6971514899646841, -0.7172048964776013, -0.6971514899646841]	['pothead', 'euphoric', 'yucky']
vectors1990	good vs. bad	smoker	-0.8796331410234397	[-0.9238989234235507, -0.8529560703357393, -0.9300677008046413, -0.8796331410234398, -0.8591898010306783, -0.8796331410234398, -0.8974526219987954, -0.7881069805577952, -0.8672504932289656, -0.8949823744850441, -0.8532854139930378, -0.8454397001040908, -0.8927972740710292, -0.8575447979055503, -0.8796331410234398, -0.9051039720478501, -0.8376090056309999]	['pothead', 'euphoric', 'yucky']
vectors1800	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1810	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1820	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1830	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1840	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1850	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1860	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1870	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1880	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1890	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1900	good vs. bad	alien	-0.10095932548025854	[nan, -0.10095932548025838, -0.10095932548025838, -0.10095932548025838, -0.10095932548025838, -0.10095932548025838, -0.10095932548025838, -0.10095932548025838]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1910	good vs. bad	alien		[nan, nan, nan, nan, nan, nan, nan, nan]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1920	good vs. bad	alien	-0.2619648312934218	[nan, -0.2619648312934217, -0.2619648312934217, -0.2619648312934217, -0.2619648312934217, -0.2619648312934217, -0.2619648312934217, -0.2619648312934217]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1930	good vs. bad	alien	0.17204092052617853	[nan, 0.17204092052617861, 0.17204092052617861, 0.17204092052617861, 0.17204092052617861, 0.17204092052617861, 0.17204092052617861, 0.17204092052617861]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1940	good vs. bad	alien	-0.1962419833369816	[nan, -0.19624198333698126, -0.19624198333698126, -0.19624198333698126, -0.19624198333698126, -0.19624198333698126, -0.19624198333698126, -0.19624198333698126]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1950	good vs. bad	alien	-0.49089571996029807	[-0.36148102563050116, -0.49089571996029796, -0.49089571996029796, -0.46052677769159445, -0.49089571996029796, -0.49089571996029796, -0.49089571996029796, -0.49089571996029796]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
vectors1960	good vs. bad	alien	-0.5789669473835689	[-0.5531146162693414, -0.5789669473835685, -0.5789669473835685, -0.40139074855966295, -0.5789669473835685, -0.5789669473835685, -0.5789669473835685, -0.5789669473835685]	['undocumented', 'noncitizen', 'euphoric', 'yucky']
